"PK_HABIT2";"FPK_NATURA";"SITECODE";"HABCODE";"DESCRIPTFR";"COVER"
47213,00;7418,00;"FR7210029";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"5"
47214,00;7418,00;"FR7210029";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"10"
47215,00;7418,00;"FR7210029";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"75"
47216,00;7418,00;"FR7210029";"N16";"Forêts caducifoliées";"10"
47217,00;7419,00;"FR7210030";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
47218,00;7419,00;"FR7210030";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"14"
47219,00;7419,00;"FR7210030";"N16";"Forêts caducifoliées";"14"
47220,00;7419,00;"FR7210030";"N17";"Forêts de résineux";"19"
47221,00;7419,00;"FR7210030";"N19";"Forêts mixtes";"42"
47222,00;7419,00;"FR7210030";"N01";"Mer, Bras de Mer";"1"
47223,00;7419,00;"FR7210030";"N04";"Dunes, Plages de sables, Machair";"6"
47224,00;7419,00;"FR7210030";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"3"
47225,00;7420,00;"FR7210031";"N04";"Dunes, Plages de sables, Machair";"10"
47226,00;7420,00;"FR7210031";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"30"
47227,00;7420,00;"FR7210031";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"30"
47228,00;7420,00;"FR7210031";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"10"
47229,00;7420,00;"FR7210031";"N26";"Forêts (en général)";"20"
47230,00;7421,00;"FR7210063";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"75"
47231,00;7421,00;"FR7210063";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"2"
47232,00;7421,00;"FR7210063";"N15";"Autres terres arables";"22"
47233,00;7421,00;"FR7210063";"N25";"Prairies et broussailles (en général)";"1"
47234,00;7422,00;"FR7210065";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"3"
47235,00;7422,00;"FR7210065";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"3"
47236,00;7422,00;"FR7210065";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"40"
47237,00;7422,00;"FR7210065";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"31"
47238,00;7422,00;"FR7210065";"N03";"Marais salants, Prés salés, Steppes salées";"2,49"
47239,00;7422,00;"FR7210065";"N04";"Dunes, Plages de sables, Machair";"0,8"
47240,00;7422,00;"FR7210065";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"2,3"
47241,00;7422,00;"FR7210065";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"10"
47242,00;7422,00;"FR7210065";"N16";"Forêts caducifoliées";"3"
47243,00;7422,00;"FR7210065";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"0,01"
47244,00;7422,00;"FR7210065";"N19";"Forêts mixtes";"4"
47245,00;7422,00;"FR7210065";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"0,4"
47246,00;7423,00;"FR7210077";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"5"
47247,00;7423,00;"FR7210077";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"5"
47248,00;7423,00;"FR7210077";"N15";"Autres terres arables";"31"
47249,00;7423,00;"FR7210077";"N19";"Forêts mixtes";"6"
47250,00;7423,00;"FR7210077";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"1"
47251,00;7423,00;"FR7210077";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"2"
47252,00;7423,00;"FR7210077";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"1"
47253,00;7423,00;"FR7210077";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"1"
47254,00;7423,00;"FR7210077";"N14";"Prairies ameliorées";"1"
47255,00;7423,00;"FR7210077";"N16";"Forêts caducifoliées";"30"
47256,00;7423,00;"FR7210077";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"1"
47257,00;7423,00;"FR7210077";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
47258,00;7423,00;"FR7210077";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"14"
47259,00;7423,00;"FR7210077";"N17";"Forêts de résineux";"1"
47260,00;7424,00;"FR7210078";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"50"
47261,00;7424,00;"FR7210078";"N27";"Agriculture (en général)";"50"
47262,00;7425,00;"FR7210087";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"14"
47263,00;7425,00;"FR7210087";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
47264,00;7425,00;"FR7210087";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
47265,00;7425,00;"FR7210087";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"5"
47266,00;7425,00;"FR7210087";"N11";"Pelouses alpine et sub-alpine";"30"
47267,00;7425,00;"FR7210087";"N19";"Forêts mixtes";"8"
47268,00;7425,00;"FR7210087";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1"
47269,00;7425,00;"FR7210087";"N09";"Pelouses sèches, Steppes";"12"
47270,00;7425,00;"FR7210087";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
47271,00;7425,00;"FR7210087";"N16";"Forêts caducifoliées";"13"
47272,00;7425,00;"FR7210087";"N17";"Forêts de résineux";"13"
47273,00;7425,00;"FR7210087";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"1"
47274,00;7426,00;"FR7210089";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"7"
47275,00;7426,00;"FR7210089";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
47276,00;7426,00;"FR7210089";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
47277,00;7426,00;"FR7210089";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"8"
47278,00;7426,00;"FR7210089";"N09";"Pelouses sèches, Steppes";"2"
47279,00;7426,00;"FR7210089";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
47280,00;7426,00;"FR7210089";"N11";"Pelouses alpine et sub-alpine";"45"
47281,00;7426,00;"FR7210089";"N16";"Forêts caducifoliées";"27"
47282,00;7426,00;"FR7210089";"N17";"Forêts de résineux";"1"
47283,00;7426,00;"FR7210089";"N19";"Forêts mixtes";"7"
47284,00;7427,00;"FR7212001";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"22"
47285,00;7427,00;"FR7212001";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"2"
47286,00;7427,00;"FR7212001";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"11"
47287,00;7427,00;"FR7212001";"N16";"Forêts caducifoliées";"5"
47288,00;7427,00;"FR7212001";"N19";"Forêts mixtes";"20"
47289,00;7427,00;"FR7212001";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"5"
47290,00;7427,00;"FR7212001";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"8"
47291,00;7427,00;"FR7212001";"N09";"Pelouses sèches, Steppes";"12"
47292,00;7427,00;"FR7212001";"N14";"Prairies ameliorées";"15"
47293,00;7428,00;"FR7212002";"N01";"Mer, Bras de Mer";"97"
47294,00;7428,00;"FR7212002";"N05";"Galets, Falaises maritimes, Ilots";"1"
47295,00;7428,00;"FR7212002";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"2"
47296,00;7429,00;"FR7212003";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
47297,00;7429,00;"FR7212003";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"2"
47298,00;7429,00;"FR7212003";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"8"
47299,00;7429,00;"FR7212003";"N09";"Pelouses sèches, Steppes";"1"
47300,00;7429,00;"FR7212003";"N11";"Pelouses alpine et sub-alpine";"34"
47301,00;7429,00;"FR7212003";"N16";"Forêts caducifoliées";"47"
47302,00;7429,00;"FR7212003";"N19";"Forêts mixtes";"5"
47303,00;7429,00;"FR7212003";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"2"
47304,00;7430,00;"FR7212004";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
47305,00;7430,00;"FR7212004";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
47306,00;7430,00;"FR7212004";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"3"
47307,00;7430,00;"FR7212004";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"4"
47308,00;7430,00;"FR7212004";"N16";"Forêts caducifoliées";"72"
47309,00;7430,00;"FR7212004";"N19";"Forêts mixtes";"1"
47310,00;7430,00;"FR7212004";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
47311,00;7430,00;"FR7212004";"N11";"Pelouses alpine et sub-alpine";"16"
47312,00;7430,00;"FR7212004";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1"
47313,00;7431,00;"FR7212005";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
47314,00;7431,00;"FR7212005";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
47315,00;7431,00;"FR7212005";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"5"
47316,00;7431,00;"FR7212005";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
47317,00;7431,00;"FR7212005";"N11";"Pelouses alpine et sub-alpine";"28"
47318,00;7431,00;"FR7212005";"N16";"Forêts caducifoliées";"56"
47319,00;7431,00;"FR7212005";"N19";"Forêts mixtes";"7"
47320,00;7431,00;"FR7212005";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
47321,00;7432,00;"FR7212007";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
47322,00;7432,00;"FR7212007";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
47323,00;7432,00;"FR7212007";"N09";"Pelouses sèches, Steppes";"1"
47324,00;7432,00;"FR7212007";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"19"
47325,00;7432,00;"FR7212007";"N11";"Pelouses alpine et sub-alpine";"33"
47326,00;7432,00;"FR7212007";"N16";"Forêts caducifoliées";"43"
47327,00;7432,00;"FR7212007";"N19";"Forêts mixtes";"1"
47328,00;7432,00;"FR7212007";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
47329,00;7433,00;"FR7212008";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
47330,00;7433,00;"FR7212008";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
47331,00;7433,00;"FR7212008";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"2"
47332,00;7433,00;"FR7212008";"N09";"Pelouses sèches, Steppes";"2"
47333,00;7433,00;"FR7212008";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"4"
47334,00;7433,00;"FR7212008";"N11";"Pelouses alpine et sub-alpine";"22"
47335,00;7433,00;"FR7212008";"N16";"Forêts caducifoliées";"38"
47336,00;7433,00;"FR7212008";"N19";"Forêts mixtes";"21"
47337,00;7433,00;"FR7212008";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"2"
47338,00;7433,00;"FR7212008";"N17";"Forêts de résineux";"6"
47339,00;7433,00;"FR7212008";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1"
47340,00;7434,00;"FR7212009";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
47341,00;7434,00;"FR7212009";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"5"
47342,00;7434,00;"FR7212009";"N09";"Pelouses sèches, Steppes";"1"
47343,00;7434,00;"FR7212009";"N16";"Forêts caducifoliées";"82"
47344,00;7434,00;"FR7212009";"N19";"Forêts mixtes";"1"
47345,00;7434,00;"FR7212009";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
47346,00;7434,00;"FR7212009";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"3"
47347,00;7434,00;"FR7212009";"N11";"Pelouses alpine et sub-alpine";"5"
47348,00;7434,00;"FR7212009";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1"
47349,00;7435,00;"FR7212010";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"3"
47350,00;7435,00;"FR7212010";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
47351,00;7435,00;"FR7212010";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"2"
47352,00;7435,00;"FR7212010";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
47353,00;7435,00;"FR7212010";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"43"
47354,00;7435,00;"FR7212010";"N04";"Dunes, Plages de sables, Machair";"6"
47355,00;7435,00;"FR7212010";"N15";"Autres terres arables";"16"
47356,00;7435,00;"FR7212010";"N16";"Forêts caducifoliées";"28"
47357,00;7436,00;"FR7212011";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
47358,00;7436,00;"FR7212011";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
47359,00;7436,00;"FR7212011";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"1"
47360,00;7436,00;"FR7212011";"N11";"Pelouses alpine et sub-alpine";"34"
47361,00;7436,00;"FR7212011";"N16";"Forêts caducifoliées";"50"
47362,00;7436,00;"FR7212011";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
47363,00;7436,00;"FR7212011";"N17";"Forêts de résineux";"2"
47364,00;7436,00;"FR7212011";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"10"
47365,00;7437,00;"FR7212012";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
47366,00;7437,00;"FR7212012";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
47367,00;7437,00;"FR7212012";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"10"
47368,00;7437,00;"FR7212012";"N16";"Forêts caducifoliées";"37"
47369,00;7437,00;"FR7212012";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"5"
47370,00;7437,00;"FR7212012";"N09";"Pelouses sèches, Steppes";"1"
47371,00;7437,00;"FR7212012";"N11";"Pelouses alpine et sub-alpine";"43"
47372,00;7437,00;"FR7212012";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"2"
47373,00;7438,00;"FR7212013";"N01";"Mer, Bras de Mer";"91"
47374,00;7438,00;"FR7212013";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"3"
47375,00;7438,00;"FR7212013";"N03";"Marais salants, Prés salés, Steppes salées";"1"
47376,00;7438,00;"FR7212013";"N04";"Dunes, Plages de sables, Machair";"1"
47377,00;7438,00;"FR7212013";"N05";"Galets, Falaises maritimes, Ilots";"1"
47378,00;7438,00;"FR7212013";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
47379,00;7438,00;"FR7212013";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"1"
47380,00;7438,00;"FR7212013";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1"
47381,00;7439,00;"FR7212014";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"3"
47382,00;7439,00;"FR7212014";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"8"
47383,00;7439,00;"FR7212014";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"44"
47384,00;7439,00;"FR7212014";"N16";"Forêts caducifoliées";"7"
47385,00;7439,00;"FR7212014";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"0"
47386,00;7439,00;"FR7212014";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"32"
47387,00;7439,00;"FR7212014";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"6"
47388,00;7439,00;"FR7212014";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"0"
47389,00;7439,00;"FR7212014";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"0"
47390,00;7440,00;"FR7212015";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
47391,00;7440,00;"FR7212015";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
47392,00;7440,00;"FR7212015";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"1"
47393,00;7440,00;"FR7212015";"N11";"Pelouses alpine et sub-alpine";"59"
47394,00;7440,00;"FR7212015";"N16";"Forêts caducifoliées";"31"
47395,00;7440,00;"FR7212015";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"2"
47396,00;7440,00;"FR7212015";"N09";"Pelouses sèches, Steppes";"3"
47397,00;7440,00;"FR7212015";"N17";"Forêts de résineux";"2"
47398,00;7441,00;"FR7212016";"N01";"Mer, Bras de Mer";"100"
47399,00;7442,00;"FR7212018";"N01";"Mer, Bras de Mer";"93"
47400,00;7442,00;"FR7212018";"N24";"Habitats marins et côtiers (en général)";"7"
47409,00;7445,00;"FR7401122";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
47410,00;7445,00;"FR7401122";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"4"
47411,00;7445,00;"FR7401122";"N27";"Agriculture (en général)";"8"
47412,00;7445,00;"FR7401122";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"45"
47413,00;7445,00;"FR7401122";"N16";"Forêts caducifoliées";"30"
47414,00;7445,00;"FR7401122";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"11"
47418,00;7447,00;"FR7401131";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"5"
47419,00;7447,00;"FR7401131";"N09";"Pelouses sèches, Steppes";"1"
47420,00;7447,00;"FR7401131";"N16";"Forêts caducifoliées";"60"
47421,00;7447,00;"FR7401131";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"5"
47422,00;7447,00;"FR7401131";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"20"
47423,00;7447,00;"FR7401131";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"4"
47424,00;7447,00;"FR7401131";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"5"
47433,00;7449,00;"FR7412001";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"9"
47434,00;7449,00;"FR7412001";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"5"
47435,00;7449,00;"FR7412001";"N14";"Prairies ameliorées";"20"
47436,00;7449,00;"FR7412001";"N15";"Autres terres arables";"5"
47437,00;7449,00;"FR7412001";"N16";"Forêts caducifoliées";"55"
47438,00;7449,00;"FR7412001";"N17";"Forêts de résineux";"5"
47439,00;7449,00;"FR7412001";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"1"
47440,00;7450,00;"FR7412002";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"2"
47441,00;7450,00;"FR7412002";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"8"
47442,00;7450,00;"FR7412002";"N16";"Forêts caducifoliées";"60"
47443,00;7450,00;"FR7412002";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"30"
47444,00;7451,00;"FR7412003";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
47445,00;7451,00;"FR7412003";"N16";"Forêts caducifoliées";"12"
47446,00;7451,00;"FR7412003";"N17";"Forêts de résineux";"32"
47447,00;7451,00;"FR7412003";"N19";"Forêts mixtes";"8"
47448,00;7451,00;"FR7412003";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"11"
47449,00;7451,00;"FR7412003";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"13"
47450,00;7451,00;"FR7412003";"N15";"Autres terres arables";"22"
47451,00;7452,00;"FR8201660";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"28,97"
47452,00;7452,00;"FR8201660";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"4,32"
47453,00;7452,00;"FR8201660";"N17";"Forêts de résineux";"18,28"
47454,00;7452,00;"FR8201660";"N16";"Forêts caducifoliées";"28,96"
47455,00;7452,00;"FR8201660";"N18";"Forêts sempervirentes non résineuses";"2,27"
47456,00;7452,00;"FR8201660";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"2,76"
47457,00;7452,00;"FR8201660";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"0,04"
47458,00;7452,00;"FR8201660";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"0,51"
47459,00;7452,00;"FR8201660";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"0,34"
47460,00;7452,00;"FR8201660";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"0,08"
47461,00;7452,00;"FR8201660";"N09";"Pelouses sèches, Steppes";"9,39"
47462,00;7452,00;"FR8201660";"N25";"Prairies et broussailles (en général)";"2,9"
47463,00;7452,00;"FR8201660";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1,18"
47464,00;7453,00;"FR8201742";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"1"
47465,00;7453,00;"FR8201742";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"1"
47466,00;7453,00;"FR8201742";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"60"
47467,00;7453,00;"FR8201742";"N12";"Cultures céréalières extensives   (incluant les cultures en rotation avec une jachère régulière)";"6"
47468,00;7453,00;"FR8201742";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"2"
47469,00;7453,00;"FR8201742";"N16";"Forêts caducifoliées";"30"
47470,00;7454,00;"FR8201748";"N16";"Forêts caducifoliées";"100"
47471,00;7455,00;"FR8201773";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"50"
47472,00;7455,00;"FR8201773";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"10"
47473,00;7455,00;"FR8201773";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"20"
47474,00;7455,00;"FR8201773";"N16";"Forêts caducifoliées";"20"
47485,00;7457,00;"FR8301030";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"5,97"
47486,00;7457,00;"FR8301030";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"27,36"
47487,00;7457,00;"FR8301030";"N11";"Pelouses alpine et sub-alpine";"2,36"
47488,00;7457,00;"FR8301030";"N22";"Rochers intérieurs, Eboulis rocheux,  Dunes intérieures, Neige ou glace permanente";"0,3"
47489,00;7457,00;"FR8301030";"N09";"Pelouses sèches, Steppes";"25,87"
47490,00;7457,00;"FR8301030";"N17";"Forêts de résineux";"0,05"
47491,00;7457,00;"FR8301030";"N19";"Forêts mixtes";"25,23"
47492,00;7457,00;"FR8301030";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"5,93"
47493,00;7457,00;"FR8301030";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"1,28"
47494,00;7457,00;"FR8301030";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"0,09"
47495,00;7457,00;"FR8301030";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"4,55"
47496,00;7457,00;"FR8301030";"N16";"Forêts caducifoliées";"0,75"
47497,00;7457,00;"FR8301030";"N26";"Forêts (en général)";"0,26"
47498,00;7458,00;"FR8301038";"N03";"Marais salants, Prés salés, Steppes salées";"1"
47499,00;7458,00;"FR8301038";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"20"
47500,00;7458,00;"FR8301038";"N09";"Pelouses sèches, Steppes";"1"
47501,00;7458,00;"FR8301038";"N10";"Prairies semi-naturelles humides, Prairies mésophiles améliorées";"21"
47502,00;7458,00;"FR8301038";"N16";"Forêts caducifoliées";"30"
47503,00;7458,00;"FR8301038";"N08";"Landes, Broussailles, Recrus, Maquis et Garrigues, Phrygana";"25"
47504,00;7458,00;"FR8301038";"N20";"Forêt artificielle en monoculture (ex: Plantations de peupliers ou d'Arbres exotiques)";"2"
47517,00;7461,00;"FR9101398";"N18";"Forêts sempervirentes non résineuses";"20"
47518,00;7461,00;"FR9101398";"N16";"Forêts caducifoliées";"30"
47519,00;7461,00;"FR9101398";"N17";"Forêts de résineux";"20"
47520,00;7461,00;"FR9101398";"N21";"Zones de plantations d'arbres  (incluant les Vergers, Vignes,  Dehesas)";"20"
47521,00;7461,00;"FR9101398";"N23";"Autres terres  (incluant les Zones urbanisées et industrielles, Routes, Décharges, Mines)";"10"
47533,00;7463,00;"FR9310019";"N01";"Mer, Bras de Mer";"64"
47534,00;7463,00;"FR9310019";"N03";"Marais salants, Prés salés, Steppes salées";"6"
47535,00;7463,00;"FR9310019";"N04";"Dunes, Plages de sables, Machair";"1"
47536,00;7463,00;"FR9310019";"N07";"Marais (vegetation de ceinture), Bas-marais, Tourbières,";"2"
47537,00;7463,00;"FR9310019";"N26";"Forêts (en général)";
47538,00;7463,00;"FR9310019";"N13";"Rizières";"8"
47539,00;7463,00;"FR9310019";"N16";"Forêts caducifoliées";"1"
47540,00;7463,00;"FR9310019";"N02";"Rivières et Estuaires soumis à la marée, Vasières et bancs de sable, Lagunes  (incluant les bassins de production de sel)";"8"
47541,00;7463,00;"FR9310019";"N06";"Eaux douces intérieures (Eaux stagnantes, Eaux courantes)";"2"
