"PK_MAP";"FPK_NATURA";"SITECODE";"SCALE";"SOURCE";"ANNEE_REF";"DETAILS"
"5413";"7229";"FR8212008";"25000";"IGN";;
"5415";"7231";"FR8212010";"25000";"SCAN25";;
"5416";"7232";"FR8212012";"25000";"IGN";;
"5417";"7233";"FR8212013";"100000";"IGN";;"Scan EDR 25"
"5418";"7234";"FR8212014";"25000";"IGN";;
"5419";"7235";"FR8212015";"25000";"IGN";;
"5420";"7236";"FR8212016";"100000";"IGN";;
"5421";"7237";"FR8212017";"100000";"IGN";;
"5422";"7238";"FR8212018";"25000";"IGN";;"IGN et Scan25"
"5423";"7239";"FR8212019";"25000";"IGN";;
"5424";"7240";"FR8212020";"5000";"SCAN25";;"saisie : entre 1/5000 et 1/25 000ème à partir du SCAN25, BD Ortho 2008 et cadastre 2012."
"5425";"7241";"FR8212021";"25000";"IGN";;
"5426";"7242";"FR8212022";"25000";"IGN";;
"5427";"7243";"FR8212023";"25000";"IGN";;
"5428";"7244";"FR8212024";"25000";"IGN";;
"5429";"7245";"FR8212026";"25000";"IGN";;
"5430";"7246";"FR8212027";"25000";"IGN";;
"5431";"7247";"FR8212029";"6000";"CADASTRE";;"Cadastre et BD Ortho."
"5433";"7249";"FR8301045";"25000";"IGN";;
"5436";"7252";"FR8310066";"25000";"IGN";;
"5437";"7253";"FR8310079";"25000";"IGN";;
"5438";"7254";"FR8312002";"25000";"IGN";;
"5439";"7255";"FR8312003";"25000";"IGN";;
"5440";"7256";"FR8312005";"25000";"IGN";;
"5441";"7257";"FR8312007";"25000";"IGN";;
"5442";"7258";"FR8312009";"25000";"IGN";;
"5443";"7259";"FR8312010";"25000";"IGN";;
"5444";"7260";"FR8312011";"25000";"IGN";;
"5445";"7261";"FR8312013";"25000";"IGN";;
"5446";"7262";"FR9101375";"50000";"IGN";;"Surface en RGF Lambert 93 - Méthode Cartésienne"
"5448";"7264";"FR9101470";"25000";"IGN";;"périmètre digitalisé (Scan 25 IGN)"
"5452";"7268";"FR9310036";"100000";"IGN";;"Perimetre numerise au 1/50 000e - DIREN PACA.

MAJ 2015-08 : conversion surface lamb2 (91 657 ha) en lamb93 (91 763 ha)."
"5455";"7271";"FR9310069";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2015-08 : conversion surface Lamb2 (27471 ha) en Lamb93 (27411 ha)."
"5457";"7273";"FR9310110";"25000";"SCAN25";;"périmètre numérisé au 1/25 000e. DIREN PACA.

MAJ 2015-08 : conversion surface lamb2 (4513 ha) en lamb93 (4526 ha)."
"5458";"7274";"FR9312001";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2015-08 : conversion surface Lamb2 (7218 ha) en Lamb93 (7234 ha)."
"5460";"7276";"FR9312003";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Cartes papier (complément au champ de gauche de taille trop limitée) : IGN 3341 OT; 3342 ET; 3342 OT; 3343 OT; 3438 ET. 

MAJ 2012-11 : Surface 20 008 ha Lamb2, convertie en 19 966 ha Lamb93."
"5461";"7277";"FR9312004";"25000";"SCAN25";;"MAJ 2015-08 : conversion surface lamb2 (211 ha) en lamb93 (212 ha)."
"5462";"7278";"FR9312005";"25000";"SCAN25";;"MAJ 2015-08 : conversion surface lamb2 (450 ha) en lamb93 (451 ha). "
"5463";"7279";"FR9312006";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2015-08 : conversion surf lamb2 (1463 ha) en lamb93 (1460 ha)."
"5465";"7281";"FR9312008";"25000";"SCAN25";;"MAJ 2015-08 : conversion surface lamb2 (959 ha) en lamb93 (962 ha)."
"5466";"7282";"FR9312009";"25000";"SCAN25";;"MAJ 2015-08 : conversion surf lamb2 (4292 ha) en lamb93 (4304 ha)."
"5467";"7283";"FR9312012";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2015-08 : conversion surface lamb2 (44 808 ha) en lamb93 (44 712 ha)."
"5468";"7284";"FR9312013";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2015-08 : MAJ 2015-08 : conversion surface lamb2 (27 006 ha) en lamb93 (26 948 ha)."
"5469";"7285";"FR9312014";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2015-08 : conversion surface lamb2 (11 558 ha) en lamb93 (11 533 ha)."
"5470";"7286";"FR9312015";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2015-08 : conversion surface Lamb2 (1225 ha) en Lamb93 (1222 ha)."
"5471";"7287";"FR9312016";"25000";"SCAN25";;"Périmètre numérisé sur la base du fond carto IGN SCAN25."
"5472";"7288";"FR9312017";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25)."
"5473";"7289";"FR9312018";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25)."
"5474";"7290";"FR9312019";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2015-08 : conversion surface lamb2 (6370 ha) en lamb93 (6358 ha)."
"5475";"7291";"FR9312020";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25)."
"5476";"7292";"FR9312021";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2015-08 : conversion surface lamb2 (882 ha) en lamb93 (880 ha)."
"5478";"7294";"FR9312023";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2015-08 : conversion surface lamb2 (412 ha) en lamb93 (411 ha)."
"5479";"7295";"FR9312025";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2015-08 : conversion surface lamb2 (642 ha) en lamb93 (640 ha)."
"5484";"7300";"FR9410084";"25000";"IGN";;
"5487";"7303";"FR9410098";"25000";"IGN";;
"5488";"7304";"FR9410101";"25000";"IGN";;"False"
"5489";"7305";"FR9410107";"100000";"IGN";;
"5490";"7306";"FR9410109";"25000";"IGN";;" oui sous format ARC INFO"
"5491";"7307";"FR9410113";"100000";"IGN";;
"5492";"7308";"FR9412002";"25000";"IGN";;
"5493";"7309";"FR9412003";"25000";"IGN";;
"5494";"7310";"FR9412004";"25000";"IGN";;
"5495";"7311";"FR9412005";"25000";"IGN";;
"5496";"7312";"FR9412006";"25000";"IGN";;
"5497";"7313";"FR9412007";"25000";"IGN";;
"5516";"7316";"FR3100511";"25000";"IGN";;
"5518";"7318";"FR7401110";"100000";"IGN";;
"5519";"7319";"FR7401141";"100000";"IGN";;
"5521";"7321";"FR9102017";"25000";"SHOM";;"Surface en Projection RGF Lambert 93 ; Méthode de calcul Cartésienne"
"5522";"7322";"FR9102018";"25000";"SHOM";;"Surface en Projection RGF Lambert 93 ; Méthode de calcul Cartésienne"
"5524";"7324";"FR2110001";"25000";"IGN";;
"5525";"7325";"FR2110002";"25000";"IGN";;
"5526";"7326";"FR2110091";"25000";"IGN";;
"5527";"7327";"FR2112001";"25000";"IGN";;"False"
"5528";"7328";"FR2112002";"25000";"IGN";;
"5529";"7329";"FR2112003";"25000";"IGN";;
"5530";"7330";"FR2112004";"25000";"IGN";;
"5531";"7331";"FR2112005";"25000";"IGN";;
"5532";"7332";"FR2112006";"25000";"IGN";;
"5533";"7333";"FR2112008";"25000";"IGN";;
"5534";"7334";"FR2112009";"25000";"IGN";;
"5535";"7335";"FR2112010";"25000";"IGN";;
"5536";"7336";"FR2112011";"25000";"IGN";;
"5537";"7337";"FR2112012";"25000";"IGN";;
"5538";"7338";"FR2112013";"25000";"IGN";;
"5539";"7339";"FR2200383";"25000";"IGN";;"Map Info"
"5543";"7343";"FR2410023";"25000";"IGN";;
"5549";"7349";"FR4110007";"25000";"IGN";;
"5550";"7350";"FR4110060";"25000";"IGN";;
"5551";"7351";"FR4110061";"25000";"IGN";;
"5554";"7354";"FR4112001";"25000";"IGN";;
"5555";"7355";"FR4112002";"25000";"IGN";;
"5556";"7356";"FR4112003";"25000";"IGN";;
"5557";"7357";"FR4112004";"25000";"IGN";;
"5558";"7358";"FR4112006";"25000";"IGN";;
"5559";"7359";"FR4112008";"25000";"IGN";;
"5560";"7360";"FR4112009";"25000";"IGN";;
"5561";"7361";"FR4112011";"25000";"IGN";;
"5562";"7362";"FR4112012";"25000";"IGN";;
"5563";"7363";"FR4211799";"25000";"IGN";;
"5564";"7364";"FR4211807";"25000";"IGN";;
"5565";"7365";"FR4211808";"25000";"IGN";;
"5566";"7366";"FR4211810";"25000";"IGN";;
"5568";"7368";"FR4213813";"25000";"IGN";;
"5569";"7369";"FR4301346";"10000";"BDORTHO";;
"5578";"7378";"FR5210008";"100000";"AUTRE";;
"5579";"7379";"FR5210090";"50000";"IGN";;
"5580";"7380";"FR5210103";"100000";"IGN";;
"5581";"7381";"FR5210115";"50000";"IGN";;
"5582";"7382";"FR5212001";"100000";"IGN";;
"5583";"7383";"FR5212002";"100000";"IGN";;
"5585";"7385";"FR5212004";"50000";"IGN";;
"5586";"7386";"FR5212005";"100000";"IGN";;
"5587";"7387";"FR5212007";"50000";"IGN";;
"5588";"7388";"FR5212008";"100000";"AUTRE";;
"5589";"7389";"FR5212009";"100000";"AUTRE";;
"5590";"7390";"FR5212010";"100000";"IGN";;
"5591";"7391";"FR5212011";"50000";"IGN";;
"5592";"7392";"FR5212012";"25000";"IGN";;
"5593";"7394";"FR5410012";"25000";"IGN";;"Oui, Diren"
"5594";"7395";"FR5410013";"100000";"IGN";;"False"
"5595";"7396";"FR5410014";"25000";"IGN";;
"5596";"7397";"FR5410028";"100000";"IGN";;
"5597";"7398";"FR5410100";"100000";"IGN";;"DIREN Poitou-Charentes"
"5598";"7399";"FR5412005";"100000";"IGN";;
"5599";"7400";"FR5412006";"25000";"IGN";;
"5600";"7401";"FR5412007";"100000";"AUTRE";;
"5601";"7402";"FR5412011";"25000";"IGN";;"Oui, Diren Poitou-Charentes"
"5602";"7403";"FR5412013";"100000";"AUTRE";;
"5603";"7404";"FR5412014";"100000";"AUTRE";;
"5604";"7405";"FR5412015";"25000";"IGN";;"Oui, Diren Poitou-Charentes"
"5605";"7406";"FR5412016";"25000";"IGN";;"Oui, Diren Poitou-Charentes"
"5606";"7407";"FR5412017";"25000";"IGN";;"Oui, Diren Poitou-Charentes"
"5607";"7408";"FR5412018";"25000";"IGN";;"Oui, Dreal Poitou-Charentes"
"5608";"7409";"FR5412019";"25000";"IGN";;"Oui, Diren Poitou-Charentes"
"5609";"7410";"FR5412020";"25000";"IGN";;"Oui - Diren-Poitou-Charentes"
"5610";"7411";"FR5412021";"25000";"IGN";;"Oui, Diren Poitou-Charentes"
"5611";"7412";"FR5412022";"25000";"IGN";;
"5612";"7413";"FR5412023";"100000";"IGN";;
"5613";"7414";"FR5412024";"100000";"IGN";;
"5614";"7415";"FR5412025";"100000";"IGN";;
"5615";"7416";"FR5412026";"150000";"SHOM";;
"5617";"7418";"FR7210029";"100000";"AUTRE";;
"5618";"7419";"FR7210030";"20000";"SCAN25";"2012";
"5619";"7420";"FR7210031";"100000";"AUTRE";;
"5620";"7421";"FR7210063";"100000";"IGN";;"False"
"5621";"7422";"FR7210065";"100000";"IGN";;
"5622";"7423";"FR7210077";"100000";"IGN";;
"5623";"7424";"FR7210078";"70000";"SCAN25";"2009";
"5624";"7425";"FR7210087";"100000";"IGN";;
"5625";"7426";"FR7210089";"100000";"IGN";;
"5626";"7427";"FR7212001";"100000";"IGN";;
"5627";"7428";"FR7212002";"100000";"IGN";;
"5628";"7429";"FR7212003";"100000";"IGN";;
"5629";"7430";"FR7212004";"100000";"IGN";;
"5630";"7431";"FR7212005";"100000";"IGN";;
"5631";"7432";"FR7212007";"100000";"IGN";;
"5632";"7433";"FR7212008";"100000";"IGN";;
"5633";"7434";"FR7212009";"100000";"IGN";;
"5634";"7435";"FR7212010";"100000";"IGN";;
"5635";"7436";"FR7212011";"100000";"IGN";;
"5636";"7437";"FR7212012";"100000";"IGN";;
"5637";"7438";"FR7212013";"100000";"IGN";;
"5638";"7439";"FR7212014";"25000";"IGN";;
"5639";"7440";"FR7212015";"100000";"IGN";;
"5640";"7441";"FR7212016";"150000";"SHOM";;
"5641";"7442";"FR7212018";"150000";"SHOM";;
"5644";"7445";"FR7401122";"250000";"SCAN25";"1999";"Projet d'extension validé par consultation commune et EPCI, puis Préfet Corrèze, transmis au MEDDE (dossier papier & CD) et messagerie au MNHN (dont certains fichiers SIG non pertinents). Eléments cartographiques corrigés dans onglet SIG ci présent."
"5648";"7449";"FR7412001";"100000";"IGN";;
"5649";"7450";"FR7412002";"25000";"IGN";;
"5650";"7451";"FR7412003";"50000";"IGN";;
"5652";"7453";"FR8201742";"25000";"IGN";;
"5653";"7454";"FR8201748";"100000";"IGN";;
"5654";"7455";"FR8201773";"25000";"CADASTRE";"2018";
"5662";"7463";"FR9310019";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). 

Trait de cote SHOM/IGN (HISTOLITT v1.0, 2007). Périmètre modifié en juin 2013 (harmonisation tangence PACA/LR et DH/DO, voir note DREAL explicative).



MAJ 2015.08 : conversion surf Lamb2 (220633 ha) en Lamb9"
"5663";"7464";"FR9310020";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Trait de cote SHOM/IGN (HISTOLITT v1.0, 2007).

MAJ 2015-04 : conversion surf Lamb2 (48014 ha) en Lamb93 (47905 ha)."
"5664";"7465";"FR9310035";"25000";"SCAN25";;"Périmètre numérisé sur fond carto 1/25 000 (IGN SCAN25) , copie du périmètre pSIC correspondant - DIREN PACA, 2003.

Remplace l'ancien périmètre (68 500 hectares) qui avait été numérisé au 1/100 000e.

MAJ 2015-04 : conversion surface Lamb2 (67809 ha) en "
"5665";"7466";"FR9310064";"25000";"SCAN25";;"Périmètre numérisé sur la base du fond IGN SCAN25.

MAJ 2015.08 : conversion surf Lamb2 (39333 ha) en Lamb93 (39248 ha)."
"5666";"7467";"FR9310067";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2015-08 : conversion surface Lamb2 (15493 ha) en Lamb93 (15460 ha)."
"5667";"7468";"FR9310075";"100000";"IGN";;"Périmètre numerisé au 1/50 000e. DIREN PACA. MAJ 2015-04 : conversion surface Lamb2 (16973 ha) en Lamb93 (17013 ha)."
"5668";"7469";"FR9312002";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2015-08 : conversion surface lamb2 (23 163 ha) en lamb93 (23 113 ha)."
"5669";"7470";"FR9312007";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25). Trait de cote SHOM/IGN (HISTOLITT v1.0, 2007).

MAJ 2015-08 : conversion surface lamb2 (39 246 ha) en lamb93 (39 158 ha)."
"5670";"7471";"FR9312022";"25000";"SCAN25";;"Périmètre numérisé au 1/25000 (IGN SCAN25).

MAJ 2015-08 : conversion surf lamb2 (16 068 ha) en lamb93 (16 034 ha)."
"5671";"7472";"FR9312026";"25000";"SCAN25";;"Périmètre inclus à 100% dans le FR9301606 étendu en 2016."
"5672";"7473";"FR9400613";"100000";"IGN";;
"5673";"7474";"FR9410021";"50000";"SHOM";;"SHOM contrat n°39/2008

Histolit SHOM/IGN (v1.0, 12/2007)"
"5674";"7475";"FR9410022";"100000";"AUTRE";;
"5675";"7476";"FR9410023";"25000";"IGN";;
"5676";"7477";"FR9410096";"50000";"SHOM";;"SHOM contrat n°39/2008

Histolit SHOM/IGN (v1.0, 12/2007)"
"5677";"7478";"FR9410097";"25000";"IGN";;
"5678";"7480";"FR9112038";"25000";"SHOM";;"Surface en Projection RGF Lambert 93 ; Méthode de calcul Cartésienne."
"5727";"7529";"FR2300124";"25000";"IGN";;"habitats et contours digitalisé sur orthophotoplans, projection lambert II étendu"
"5728";"7530";"FR2300125";"25000";"IGN";;"limite digitalisée sur la BDortho, projection lambert II étendu, méridien de Paris"
"5732";"7534";"FR2300132";"100000";"IGN";;
"5733";"7535";"FR2300133";"50000";"IGN";;
"5734";"7536";"FR2300136";"25000";"IGN";;
"5737";"7539";"FR2300147";"25000";"IGN";;
"5740";"7542";"FR2300152";"50000";"IGN";;"les habitats ont été cartographiés sur orthophotoplans en projection Lambert II étendu."
"5741";"7543";"FR2302001";"100000";"IGN";;"Carte DIREN décembre 2001"
"5742";"7544";"FR2302002";"25000";"IGN";;
"5743";"7545";"FR2302005";"25000";"IGN";;
"5744";"7546";"FR2302006";"25000";"IGN";;"digitalisation sur BDortho, projection lambert II étendu méridien de Paris"
"5745";"7547";"FR2302007";"25000";"IGN";;"digitalisation sur BDortho, projection lambert II étendu méridien de Paris"
"5747";"7549";"FR2302009";"25000";"IGN";;"les contours sont digitalisés sur les orthophotos en projectionlambert II étendu méridien de Paris"
"5748";"7550";"FR2302011";"25000";"IGN";;"digitalisation des contours sur BDortho, projection en lambert II étendu méridien de Paris."
"5749";"7551";"FR2302012";"25000";"IGN";;" contours digitalisés sur orthophotoplans, projection lambert II étendu"
"5752";"7554";"FR2500083";"25000";"IGN";;
"5753";"7555";"FR2500084";"50000";"IGN";;
"5754";"7556";"FR2500085";"50000";"IGN";;
"5755";"7557";"FR2500086";"5000";"BDORTHO";;
"5757";"7559";"FR2500090";"25000";"IGN";;
"5759";"7561";"FR2500092";"25000";"IGN";;
"5761";"7563";"FR2500096";"25000";"IGN";;
"5767";"7569";"FR2500108";"5000";"BDORTHO";;
"5768";"7570";"FR2500109";"5000";"BDORTHO";"2011";
"5769";"7571";"FR2500110";"25000";"IGN";;
"5770";"7572";"FR2500113";"5000";"BDORTHO";"2015";
"5771";"7573";"FR2502002";"5000";"IGN";"2013";
"5772";"7574";"FR2502003";"25000";"IGN";;
"5773";"7575";"FR2502004";"25000";"BDORTHO";"2013";"Périmètre du site Fr2502004 modifié par consultation préfectorale."
"5774";"7576";"FR2502005";"5000";"SCAN25";"2013";
"5775";"7577";"FR2502006";"25000";"IGN";;
"5776";"7578";"FR2502007";"25000";"IGN";;
"5777";"7579";"FR2502008";"5000";"BDORTHO";"2013";
"5778";"7580";"FR2502010";"25000";"AUTRE";;
"5779";"7581";"FR2502011";"25000";"AUTRE";;
"5780";"7582";"FR2502012";"5000";"BDORTHO";"2010";
"5781";"7583";"FR2502013";"5000";"SCAN25";"2013";
"5783";"7585";"FR2502016";"25000";"AUTRE";;
"5784";"7586";"FR2502017";"25000";"AUTRE";;
"5785";"7587";"FR2502018";"50000";"SHOM";;
"5786";"7588";"FR2502021";"60000";"SHOM";;
"5789";"7591";"FR2600990";"25000";"IGN";;
"5790";"7592";"FR2600996";"25000";"IGN";;
"5791";"7593";"FR2601004";"25000";"IGN";;
"5793";"7595";"FR4100155";"25000";"IGN";;
"5797";"7599";"FR5312002";"25000";"AUTRE";;
"5807";"7609";"FR7200703";"100000";"IGN";;
"5808";"7610";"FR7200708";"250000";"IGN";;
"5820";"7622";"FR7200775";"25000";"SHOM";;
"5821";"7623";"FR7200776";"100000";"IGN";;
"5823";"7625";"FR7200782";"25000";"IGN";;
"5824";"7626";"FR7200787";"25000";"IGN";;
"5825";"7627";"FR7200788";"25000";"IGN";;
"5828";"7630";"FR7200792";"25000";"IGN";;
"5829";"7631";"FR7200813";"50000";"SHOM";;
"5830";"7632";"FR7300825";"100000";"IGN";;"Surface en projection RGF Lambert 93 - Méthode Cartésienne"
"5833";"7635";"FR8201638";"25000";"IGN";;"Ajout de 1,32 ha sur la commune de Balan (supprimé du site FR8201653 contigu) le 12/05/2014."
"5834";"7636";"FR8201643";"25000";"IGN";;
"5837";"7639";"FR8201670";"25000";"SCAN25";;
"5838";"7640";"FR8201679";"100000";"IGN";;
"5840";"7642";"FR8201694";"100000";"IGN";;
"5841";"7643";"FR8201695";"100000";"IGN";;
"5842";"7644";"FR8201698";"100000";"IGN";;
"5845";"7647";"FR8201711";"25000";"IGN";;
"5846";"7648";"FR8201732";"25000";"IGN";;
"5848";"7650";"FR8201775";"100000";"IGN";;"SCAN EDR 25"
"5850";"7652";"FR8301012";"25000";"IGN";;
"5852";"7654";"FR8301058";"25000";"IGN";;
"5853";"7655";"FR8301061";"25000";"IGN";;"Ajustement mineur (calage parcellaire), sans consultation nécessaire."
"5854";"7656";"FR8301065";"25000";"IGN";;
"5856";"7658";"FR8301068";"25000";"IGN";;
"5859";"7661";"FR8301096";"25000";"AUTRE";;
"5860";"7662";"FR8302014";"25000";"IGN";;
"5861";"7663";"FR8302015";"25000";"IGN";;
"5862";"7664";"FR8302019";"25000";"IGN";;
"5863";"7666";"FR8302038";"25000";"SCAN25";;
"5864";"7667";"FR9101392";"25000";"IGN";;"Surface en projection RGF Lambert 93 - méthode cartésienne."
"5866";"7669";"FR9101453";"25000";"IGN";;"- Surface en RGF Lambert 93 (méthode cartésienne)

"
"5868";"7671";"FR9301546";"100000";"SCAN100";;"Périmètre ancien (1998), numérisé sur fond SCAN100 de manière imprécise, non recalé sur SCAN25 car nécessiterait une reconsultation réglementaire.

MAJ 2014.08 : conversion surf Lamb2 (5,27 ha) en Lamb93 (5,25 ha)."
"5873";"7676";"FR9400570";"100000";"IGN";;
"5874";"7677";"FR9400609";"25000";"IGN";;
"5875";"7678";"FR9402001";"25000";"IGN";;
"5876";"7679";"FR9402010";"50000";"SHOM";;"SHOM contrat n°39/2008

Histolit SHOM/IGN (v1.0, 12/2007)"
"5877";"7680";"FR9402017";"100000";"SHOM";;"SHOM contrat n°39/2008

Histolit SHOM/IGN (v1.0, 12/2007)"
"5878";"7682";"FR1100814";"25000";"IGN";"2016";"Logiciel QGIS.

Numérisation sur fond de plan Raster SCAN25 IGN 2016"
"5879";"7683";"FR1110025";"25000";"IGN";;"Logiciel MAPINFO.

Numérisation sur fond de plan Raster SCAN25 IGN 1996"
"5880";"7684";"FR1110102";"25000";"IGN";;"Logiciel MAPINFO.

Numérisation sur fond de plan Raster SCAN25 IGN 1996"
"5881";"7685";"FR1110795";"100000";"IGN";;"Logiciel MAP-INFO

Numérisation sur fond de plan raster SCAN25 IGN 1996"
"5882";"7686";"FR1112001";"25000";"IGN";;"Logiciel MAP-INFO

Numérisation sur fond de plan raster SCAN25 IGN 2002"
"5883";"7687";"FR1112002";"25000";"IGN";;"Logiciel MAPINFO

Numérisation sur l fond de plan raster SCAN 25

IGN 2002"
"5884";"7688";"FR1112003";"25000";"IGN";;"Logiciel MAPINFO.

Numérisation sur fond de plan Raster SCAN25 IGN 2002"
"5885";"7689";"FR1112011";"25000";"IGN";;"Logiciel MAPINFO.

Numérisation sur fond de plan Raster SCAN25 IGN 2002"
"5886";"7690";"FR1112012";"25000";"IGN";;"Logiciel MAPINFO.

Numérisation sur fond de plan Raster SCAN25 IGN 2002"
"5887";"7691";"FR1112013";"25000";"IGN";;"Logiciel MAPINFO.ARCGIS

Numérisation sur fond de plan Raster SCAN25 IGN 2002"
"5890";"7694";"FR2100253";"25000";"IGN";;"False"
"5892";"7696";"FR2100257";"25000";"IGN";;
"5893";"7697";"FR2100262";"25000";"IGN";;
"5894";"7698";"FR2100267";"25000";"IGN";;
"5895";"7699";"FR2100268";"25000";"IGN";;
"5896";"7700";"FR2100286";"25000";"IGN";;
"5898";"7702";"FR2100291";"25000";"IGN";;
"5903";"7707";"FR2100311";"25000";"IGN";;
"5906";"7710";"FR2100320";"25000";"IGN";;
"5907";"7711";"FR2100322";"25000";"IGN";;
"5910";"7714";"FR2100331";"25000";"IGN";;
"5912";"7716";"FR2100333";"25000";"IGN";;
"5913";"7717";"FR2100335";"25000";"IGN";;"False"
"5915";"7719";"FR2100340";"25000";"IGN";;
"5920";"7724";"FR2502001";"25000";"SCAN25";;"Ajustement sur la limite de la commune concernée. La version initiale du périmètre était calée sur un référentiel plus ancien et moins précis qui conduisait à empiéter sur les communes et le département voisins d'après les référentiels plus récents. Cet a"
"5921";"7725";"FR2502019";"50000";"SHOM";;
"5922";"7726";"FR2600956";"25000";"IGN";;
"5923";"7727";"FR2600957";"25000";"IGN";;"Logiciel MAPINFO. Numérisation sur le fond de plans raster SCAN25 IGN 1996."
"5925";"7729";"FR2600973";"25000";"IGN";;
"5927";"7731";"FR2600975";"25000";"IGN";"2020";"Logiciel MAPINFO. Numérisation sur le fond de plans raster SCAN25 IGN 1996."
"5929";"7733";"FR2601005";"10000";"IGN";;
"5933";"7737";"FR4100190";"25000";"IGN";;
"5936";"7740";"FR4201798";"25000";"SCAN100";"2006";
"5938";"7742";"FR4201805";"25000";"IGN";;
"5939";"7743";"FR4202000";"250000";"IGN";;
"5941";"7745";"FR4301283";"10000";"BDORTHO";;
"5943";"7747";"FR4301309";"10000";"BDORTHO";;
"5946";"7750";"FR4301342";"10000";"IGN";"2009";
"5950";"7754";"FR5310011";"50000";"SHOM";;
"5951";"7755";"FR5310050";"25000";"IGN";;
"5953";"7757";"FR5310055";"100000";"IGN";;
"5955";"7759";"FR5310057";"50000";"SHOM";;
"5956";"7760";"FR5310070";"25000";"IGN";;
"5958";"7762";"FR5310072";"50000";"SHOM";;
"5959";"7763";"FR5310073";"25000";"IGN";;
"5960";"7764";"FR5310074";"50000";"SHOM";;
"5961";"7765";"FR5310086";"25000";"IGN";;
"5962";"7766";"FR5310092";"25000";"IGN";;
"5965";"7769";"FR5310095";"50000";"SHOM";;
"5966";"7770";"FR5312003";"25000";"AUTRE";;
"5967";"7771";"FR5312004";"25000";"AUTRE";;
"5968";"7772";"FR5312005";"25000";"AUTRE";;
"5969";"7773";"FR5312009";"50000";"SHOM";;
"5970";"7774";"FR5312010";"25000";"IGN";;
"5971";"7775";"FR5312011";"25000";"IGN";;
"5978";"7782";"FR7401129";"100000";"IGN";;
"5979";"7783";"FR7401145";"50000";"IGN";;
"5980";"7784";"FR7401147";"100000";"IGN";;
"5983";"7787";"FR8201720";"100000";"IGN";;
"5985";"7789";"FR8301088";"25000";"IGN";;"COUCHES SIG"
"5989";"7793";"FR9101357";"25000";"IGN";;"Surface en Projection RGF Lambert 93 - Méthode Cartésienne"
"5992";"7796";"FR9101458";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

Surface en Projection RGF Lambert 93"
"5993";"7797";"FR9102005";"25000";"IGN";;"Périmètre numérisé (Scan25 IGN)

Projection en RGF Lambert 93 - Méthode Cartésienne"
"5994";"7798";"FR9102008";"25000";"IGN";;"Périmètre digitalisé (Scan 25 IGN)

Surface en projection RGF Lambert 93"
"5999";"7803";"FR9400588";"25000";"SCAN25";;
"6001";"7805";"FR1102009";"25000";"IGN";"2012";"Logiciel QGis.

Numérisation sur fond de plan Raster SCAN25 IGN 2002"
"6002";"7806";"FR2200399";"25000";"SCAN25";;
"6003";"7807";"FR2302010";"25000";"IGN";;"digitalisation des contours sur BDortho, projection en lambert II étendu méridien de Paris."
"6004";"7808";"FR2400564";"25000";"IGN";;
"6005";"7809";"FR2600966";"25000";"IGN";"2011";
"6006";"7810";"FR2600971";"25000";"IGN";;
"6008";"7812";"FR2601017";"25000";"SCAN25";"2008";
"6009";"7813";"FR4100172";"25000";"IGN";;
"6010";"7814";"FR4301280";"25000";"IGN";;
"6011";"7815";"FR4301288";"25000";"IGN";;
"6012";"7816";"FR4301289";"25000";"IGN";;
"6013";"7817";"FR4301294";"25000";"IGN";;
"6015";"7819";"FR4301338";"25000";"IGN";;
"6016";"7820";"FR4301345";"25000";"IGN";;
"6023";"7827";"FR7200669";"100000";"IGN";;
"6025";"7829";"FR7200673";"25000";"IGN";;
"6027";"7831";"FR7200727";"100000";"IGN";;
"6028";"7832";"FR7200736";"25000";"IGN";;
"6029";"7833";"FR7200766";"25000";"IGN";;
