"PK_CONTACT";"FPK_NATURA";"SITECODE";"NAME";"ADDRESS";"EMAIL";"POST_NAME";"POST_CODE";"PHONE"
"14289";"7551";"FR2302012";"Centre Régional de la Propriété Forestière de Normandie";"1, rue Georges Clémenceau";;"Bois-Guillaume";"76235";
"14295";"7554";"FR2500083";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14296";"7554";"FR2500083";"Syndicat mixte Littoral normand / Conservatoire du littoral";"5 avenue de Tsukuba  - CITIS - Bât Le Pentacle";;"Hérouville Saint Clair";"14200";
"14297";"7555";"FR2500084";"Syndicat Mixte du Littoral Normand";"7, rue Pémagnie ";;"CAEN";"14037";
"14298";"7555";"FR2500084";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14299";"7556";"FR2500085";"Agence Française de la Biodiversité";"4, rue du Colonel Fabien  ";;"LE HAVRE";"76083";
"14300";"7556";"FR2500085";"Syndicat Mixte du Littoral Normand";"7, rue Pémagnie";;"CAEN";"14037";
"14301";"7556";"FR2500085";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14302";"7557";"FR2500086";"Conservatoire de l'Espace Littoral ";"7, rue Pémagnie";;"CAEN";"14037";
"14303";"7557";"FR2500086";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14306";"7559";"FR2500090";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14307";"7559";"FR2500090";"Syndicat Mixte Littoral Normand / Conservatoire du Littoral";"5 avenue de Tsukuba  - CITIS - Bât Le Pentacle";;"Hérouville Saint Clair";"14200";
"14310";"7561";"FR2500092";"CPIE des Collines normandes";"Le moulin - Ségrie-Fontaine";"contact@cpie61.fr";"Athis-Val-de-Rouvre";"61100";
"14311";"7561";"FR2500092";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14314";"7563";"FR2500096";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14315";"7563";"FR2500096";"Conservatoire d'espaces naturels Normandie Ouest";"320 quartier du Val";;"Hérouville-Saint-Clair";"14200";
"14316";"7563";"FR2500096";"Centre régional de la propriété forestière de Normandie";"125 av. Edmund HALLEY - CS 80004";;"SAINT-ETIENNE-DU-ROUVRAY CEDEX";"76801";
"14329";"7569";"FR2500108";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14330";"7569";"FR2500108";"Parc Naturel Régional du Perche";"Maison du Parc - Courboyer - Nocé";;"Perche-en-Nocé";"61340";
"14331";"7570";"FR2500109";"Parc Naturel Régional du Perche";"Maison du Parc - Courboyer - Nocé";;"Perche-en-Nocé";"61340";
"14332";"7570";"FR2500109";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14333";"7571";"FR2500110";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14334";"7571";"FR2500110";"Communauté d'agglomération Mont-Saint-Michel Normandie";"1 rue Général Ruel";;"AVRANCHES";" 50305";
"14335";"7572";"FR2500113";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14336";"7572";"FR2500113";"Syndicat Intercommunal d'Aménagement et d'Entretien de la Sienne";"Le Pavillon de la Sienne - Impasse de l'ancienne Gare";"siaes@siaes.net";"Gavray";"50450";
"14337";"7573";"FR2502002";"Groupe Mammalogique Normand";"320 quartier du val";;"Hérouville-Saint-Clair";"14200";
"14338";"7573";"FR2502002";"Conservatoire d'espaces naturels Normandie-Ouest";"320 quartier du Val";;"Hérouville-Saint-Clair";"14200";
"14339";"7573";"FR2502002";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14340";"7574";"FR2502003";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14341";"7574";"FR2502003";"Parc Naturel Régional du Perche";"Maison du Parc - Courboyer - Nocé";;"Perche-en-Nocé";"61340";
"14342";"7575";"FR2502004";"Groupe Mammalogique Normand";"320 quartier du val";;"Hérouville-Saint-Clair";"14200";
"14343";"7575";"FR2502004";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14344";"7575";"FR2502004";"Conservatoire d'espaces naturels Normandie-Ouest";"320 quartier du Val";;"Hérouville Saint-Clair";"14200";
"14345";"7576";"FR2502005";"Groupe Mammalogique Normand";"320 quartier du val";;"Hérouville-Saint-Clair";"14200";
"14346";"7576";"FR2502005";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14347";"7576";"FR2502005";"Conservatoire d'espaces naturels Normandie-Ouest";"320 quartier du Val";;"Hérouville Saint-Clair";"14200";
"14348";"7577";"FR2502006";"Groupe Mammalogique Normand";"320 quartier du val";;"Hérouville-Saint-Clair";"14200";
"14349";"7577";"FR2502006";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14350";"7577";"FR2502006";"Conservatoire d'espaces naturels Normandie-Ouest";"320 quartier du val";;"Hérouville-Saint-Clair";"14200";
"14351";"7578";"FR2502007";"Groupe Mammalogique Normand";"320 quartier du val";;"Hérouville-Saint-Clair";"14200";
"14352";"7578";"FR2502007";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14353";"7578";"FR2502007";"Conservatoire d'espaces naturels Normandie-Ouest";"320 quartier du val";;"Hérouville-Saint-Clair";"14200";
"14354";"7579";"FR2502008";"Conservatoire d'espaces naturels Normandie-Ouest";"320 Quartier du Val";;"Hérouville Saint-Clair";"14200";
"14355";"7579";"FR2502008";"Groupe Mammalogique Normand";"320 quartier du val";;"Hérouville-Saint-Clair";"14200";
"14356";"7579";"FR2502008";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14357";"7580";"FR2502010";"Conservatoire d'espaces naturels Normandie-Ouest";"320 quartier du val";;"Hérouville-Saint-Clair";"14200";
"14358";"7580";"FR2502010";"Groupe Mammalogique Normand";"320 quartier du val";;"Hérouville-Saint-Clair";"14200";
"14359";"7580";"FR2502010";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14360";"7581";"FR2502011";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14361";"7581";"FR2502011";"Groupe Mammalogique Normand";"320 Quartier du Val";;"Hérouville Saint-Clair";"14200";
"14362";"7581";"FR2502011";"Conservatoire d'espaces naturels Normandie-Ouest";"320 Quartier du Val";;"Hérouville Saint-Clair";"14200";
"14363";"7582";"FR2502012";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14364";"7582";"FR2502012";"PNR des Marais du Cotentin et du Bessin";"3 village Ponts d’Ouve - Saint-Côme-du-Mont";;"CARENTAN-LES-MARAIS";"50500";
"14365";"7583";"FR2502013";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14366";"7583";"FR2502013";"Conservatoire d'espaces naturels Normandie-Ouest";"320 quartier du Val";;"Hérouville Saint-Clair";"14200";
"14367";"7583";"FR2502013";"Groupe Mammalogique Normand";"320 quartier du val";;"Hérouville-Saint-Clair";"14200";
"14370";"7585";"FR2502016";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14371";"7585";"FR2502016";"Conservatoire d'espaces naturels Normandie-Ouest";"320 quartier du Val";;"Hérouville Saint Clair";"14200";
"14372";"7585";"FR2502016";"Groupe Mammalogique Normand";"320 quartier du Val";;"Hérouville Saint Clair";"14200";
"14373";"7586";"FR2502017";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14374";"7586";"FR2502017";"Conservatoire d'espaces naturels Normandie-Ouest";"320 quartier du Val";;"Hérouville Saint Clair";"14200";
"14375";"7586";"FR2502017";"Groupe Mammalogique Normand";"320 quartier du Val";;"Hérouville Saint Clair";"14200";
"14376";"7587";"FR2502018";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14377";"7587";"FR2502018";"CRPMEM";"9 quai Lawton Collins";;"Cherbourg";"50100";
"14378";"7587";"FR2502018";"AFB";"Terre Plein de l'Ecluse";;"Granville";"50400";
"14379";"7588";"FR2502021";"Agence Française de la Biodiversité";"4, rue du Colonel Fabien";;"LE HAVRE";"76083";
"14380";"7588";"FR2502021";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14381";"7588";"FR2502021";"CRPMEM Normandie";"9 quai general lawton collins";;"Cherbourg";"50100";
"14386";"7591";"FR2600990";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14387";"7591";"FR2600990";"Communauté d'agglomération de l'auxerrois ";"6 bis, place du Maréchal Leclerc - BP 58 ";;"AUXERRE";"89000";
"14388";"7592";"FR2600996";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14389";"7592";"FR2600996";"Syndicat Mixte du Bassin Versant Armançon ";"58, ter Rue Vaucorbe";;"TONNERRE";"89700";
"14390";"7593";"FR2601004";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14391";"7593";"FR2601004";"Syndicat Mixte du Bassin Versant de l’Armançon ";"58, ter Rue Vaucorbe";;"TONNERRE ";"89700 ";
"14395";"7595";"FR4100155";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14396";"7595";"FR4100155";"CC du Pays de Stenay et du Val Dunois";"6D avenue de Verdun";;"STENAY";"55700";
"14408";"7599";"FR5312002";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14409";"7599";"FR5312002";"Dinan-Agglomération";"34, rue Bertrand Robidou - BP 357";"natura2000@dinancommunaute.fr";"Dinan";"22106";
"14430";"7609";"FR7200703";"ONF";"9 Avenue Raymond Manaud ";;"Bruges";"33524";
"14431";"7609";"FR7200703";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14432";"7610";"FR7200708";;;;;;
"14433";"7610";"FR7200708";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14434";"7610";"FR7200708";"Parc Naturel des Landes de Gascogne";"Maison du Parc";;" Belin-Béliet";"33830";
"14457";"7622";"FR7200775";"Agglomération Sud Pays basque";"5-7 rue Putillenea";;"URRUGNE";"64122";
"14458";"7622";"FR7200775";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14459";"7623";"FR7200776";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14460";"7623";"FR7200776";"AUCUN GESTIONNAIRE";"X";;"X";"0";
"14463";"7625";"FR7200782";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14464";"7625";"FR7200782";"AUCUN GESTIONNAIRE";"X";;"X";"0";
"14465";"7626";"FR7200787";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14466";"7626";"FR7200787";"AUCUN GESTIONNAIRE";"X";;"X";"0";
"14467";"7627";"FR7200788";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14468";"7627";"FR7200788";"AUCUN GESTIONNAIRE";"X";;"X";"0";
"14473";"7630";"FR7200792";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14474";"7630";"FR7200792";"AUCUN GESTIONNAIRE";"X";;"X";"0";
"14475";"7631";"FR7200813";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14476";"7631";"FR7200813";"Communauté d'Agglomération Sud Pays Basque";"5-7 rue Putillenea";;"URRUGNE";"64122";
"14477";"7632";"FR7300825";"OFFICE NATIONAL DES FORETS (Service départemental de l'Ariège)";"9 Rue du Lieutenant Paul Delpech";;"FOIX";"09000";
"14478";"7632";"FR7300825";"Commune de Le Port";"mairie";;"Le Port";"09320";
"14479";"7632";"FR7300825";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14486";"7635";"FR8201638";;;;;;
"14487";"7635";"FR8201638";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14488";"7635";"FR8201638";"Communauté de communes du canton de Montluel";"85, avenue Pierre Cormorèche - BP 126 ";"infos@cc-montluel.fr";"Montluel Cedex";"01124";
"14489";"7636";"FR8201643";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14490";"7636";"FR8201643";"Parc Naturel Régional du Haut-Jura";"29 le Village";"a-s.vincent@parc-haut-jura.fr";"Lajoux";"01410";
"14495";"7639";"FR8201670";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14496";"7639";"FR8201670";"Parc Naturel Régional des Monts d'Ardèche";"Domaine de Rochemure Maison du Parc";"gchevalier@parc-monts-ardeche.fr 	";"JAUJAC";"07380";
"14497";"7640";"FR8201679";"Absence de gestionnaire";"-";;"-";"00000";
"14498";"7640";"FR8201679";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14501";"7642";"FR8201694";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14502";"7642";"FR8201694";"Absence de gestionnaire";"'";;"'";"00000";
"14503";"7643";"FR8201695";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14504";"7643";"FR8201695";"Absence de gestionnaire";"-";;"-";"00000";
"14505";"7644";"FR8201698";"ASTERS";"84 route de Viéran - P.A.E. de Pré-Mairy";"asters@asters.asso.fr";"Pringy";"74370";
"14506";"7644";"FR8201698";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14512";"7647";"FR8201711";"Syndicat Intercommunal du Vuache";"Mairie - 1 rue François Buloz";"syndicat.vuache@orange.fr ";"VULBENS";"74520";
"14513";"7647";"FR8201711";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14514";"7648";"FR8201732";"Office national des Forêts - Agence départementale de l'Isère";"Hôtel des administrations - 9 Quai Créqui";"ag.grenoble@onf.fr ";"Grenoble cedex";"38026";
"14515";"7648";"FR8201732";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14518";"7650";"FR8201775";"Parc naturel régional du Massif des Bauges";"Maison du Parc";"info@parcdesbauges.com";"Le Châtelard";"73630";
"14519";"7650";"FR8201775";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14522";"7652";"FR8301012";"Conservatoire d'Espaces Naturels de l'Allier";"Maison des Associations - rue des Ecoles";"conservatoire.allier@espaces-naturels.fr";"CHATEL DE NEUVRE";"03500";
"14523";"7652";"FR8301012";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14526";"7654";"FR8301058";;;;;;
"14527";"7654";"FR8301058";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14528";"7655";"FR8301061";;;;;;
"14529";"7655";"FR8301061";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14530";"7655";"FR8301061";"CPIE de Haute Auvergne";"Château St Etienne";"cpie.haute.auvergne@wanadoo.fr";"Aurillac";"15000";
"14531";"7656";"FR8301065";"CPIE Haute Auvergne";"Château Saint-Etienne";"cpie.haute.auvergne@wanadoo.fr";"AURILLAC";"15000";
"14532";"7656";"FR8301065";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14535";"7658";"FR8301068";;;;;;
"14536";"7658";"FR8301068";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14537";"7658";"FR8301068";"Office National des Forêts - Agence Montagnes d'Auvergne";"12, Allée des Eaux et Forêts - BP 107";"ag.lempdes@onf.fr";"LEMPDES";"63370";
"14544";"7661";"FR8301096";;;;;;
"14545";"7661";"FR8301096";"Pas de gestionnaire pour l'instant";"Néant";;"Néant";"63000";
"14546";"7661";"FR8301096";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14547";"7662";"FR8302014";;;;;;
"14548";"7662";"FR8302014";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14549";"7662";"FR8302014";"ALTER ECO";"La Cornélie";"administ@altereco-env.com";"ROUZIERS";"15600";
"14550";"7663";"FR8302015";;;;;;
"14551";"7663";"FR8302015";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14552";"7663";"FR8302015";"Alter Eco";"La Cornélie";"administ@altereco-env.com";"Rouziers";"15600";
"14553";"7664";"FR8302019";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14554";"7664";"FR8302019";"Conservatoire d'Espaces Naturels Auvergne";"rue Léon Versepuy Moulin de la Croûte";"christophe.greze@cen-auvergne.fr";"Riom ";"63200";
"14555";"7665";"FR8302034";"SIGAL";"4 rue Albert Chalvet";"alagnon.agricole@orange.fr";"MASSIAC";"15500";
"14556";"7667";"FR9101392";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14557";"7667";"FR9101392";"Syndicat du Bassin du Lez (SYBLE)";"Domaine de Restinclière";;"PRADES LE LEZ";"34730";
"14560";"7669";"FR9101453";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14561";"7669";"FR9101453";"Parc Naturel Régional de la Narbonnaise en Méditerrannée";"1 Rue Jean Cocteau";"c.pache@pnrnm.fr";"SIGEAN";"11130";
"14564";"7671";"FR9301546";;;;;;
"14565";"7671";"FR9301546";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14566";"7671";"FR9301546";"Mairie";"Le Bourg";;"Montclar";"04140";
"14576";"7676";"FR9400570";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14577";"7676";"FR9400570";"Parc naturel marin du cap Corse et de l'Agriate - Agence française pour la biodiversité";"Résidence 5th avenue Rue Paratojo";;"Bastia";"20200";
"14578";"7677";"FR9400609";"Office de l'environnement de la Corse";"14 avenue Jean Nicoli";"info@oec.fr";"Corte";"20250";
"14579";"7677";"FR9400609";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14580";"7678";"FR9402001";"Syndicat Intercommunal pour la Gestion des Espaces Naturels du Sartenais";"Ancien tribunal d'instance, quartier Canale";"elisa.2a@orange.fr";"Sartène";"20110";
"14581";"7678";"FR9402001";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14582";"7679";"FR9402010";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14583";"7679";"FR9402010";"Etat - DREAL de Corse";"19 cours Napoléon";;"Ajaccio";"20000";
"14584";"7680";"FR9402017";"Etat sous la responsabilité du Préfet Maritime de Méditerranée";;;;;
"14585";"7680";"FR9402017";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14586";"7682";"FR1100814";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14587";"7682";"FR1100814";"Communauté de Communes des deux Morin";"6 rue Ernest DELBET";;"LA FERTE GAUCHER";"77320";
"14588";"7683";"FR1110025";"Syndicat Mixte de la Base de Loisirs de l'Etang de Saint-Quentin-en-YvelinesR.D. 91278190 TRAPPES";"R.D. 912";"reserve@saint-quentin-en-yvelines.iledeloisirs.fr";"Trappes";"78190";
"14589";"7683";"FR1110025";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"14590";"7684";"FR1110102";"Conseil Général de l'Essonne";"Hôtel du Département - Boulevard de France";;"EVRY Cedex";"91012 ";
"14591";"7684";"FR1110102";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
