"PK_DESIGC";"FPK_NATURA";"SITECODE";"CD_MPRO";"LB_MPRO";"COVER";"PARENT_ISO"
"23411";"7378";"FR5210008";"72";"Zone humide protégée par la convention de Ramsar";"95";"INT"
"23412";"7378";"FR5210008";"69";"Réserve Biogénétique du Conseil de l'Europe";"44";"INT"
"23413";"7379";"FR5210090";"80";"Parc naturel régional";"0";"FRA"
"23414";"7379";"FR5210090";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"30";"FRA"
"23415";"7379";"FR5210090";"32";"Site classé selon la loi de 1930";"70";"FRA"
"23416";"7379";"FR5210090";"72";"Zone humide protégée par la convention de Ramsar";"100";"INT"
"23417";"7380";"FR5210103";"11";"Terrain acquis par le Conservatoire du Littoral";"10";"FRA"
"23418";"7380";"FR5210103";"52";"Réserve de chasse et de faune sauvage d'ACCA";"2";"FRA"
"23419";"7380";"FR5210103";"53";"Réserve de chasse et de faune sauvage du domaine public fluvial";"5";"FRA"
"23420";"7380";"FR5210103";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"10";"FRA"
"23421";"7380";"FR5210103";"32";"Site classé selon la loi de 1930";"30";"FRA"
"23422";"7380";"FR5210103";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0,1";"FRA"
"23423";"7380";"FR5210103";"50";"Réserve de chasse et de faune sauvage";"5";"FRA"
"23424";"7380";"FR5210103";"41";"Zone protégée au titre de la Loi Littoral";"40";"FRA"
"23425";"7380";"FR5210103";"72";"Zone humide protégée par la convention de Ramsar";"0";"INT"
"23426";"7381";"FR5210115";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"23427";"7381";"FR5210115";"53";"Réserve de chasse et de faune sauvage du domaine public fluvial";"1";"FRA"
"23428";"7381";"FR5210115";"55";"Réserve de pêche";"1";"FRA"
"23429";"7381";"FR5210115";"72";"Zone humide protégée par la convention de Ramsar";"90";"INT"
"23430";"7382";"FR5212001";"32";"Site classé selon la loi de 1930";"90";"FRA"
"23431";"7383";"FR5212002";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"23432";"7383";"FR5212002";"52";"Réserve de chasse et de faune sauvage d'ACCA";"1";"FRA"
"23433";"7383";"FR5212002";"72";"Zone humide protégée par la convention de Ramsar";;"INT"
"23434";"7383";"FR5212002";"71";"Zone de la Convention du Patrimoine Mondial (UNESCO)";;"INT"
"23440";"7385";"FR5212004";"52";"Réserve de chasse et de faune sauvage d'ACCA";"3";"FRA"
"23441";"7385";"FR5212004";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"4";"FRA"
"23442";"7385";"FR5212004";"32";"Site classé selon la loi de 1930";"18";"FRA"
"23443";"7385";"FR5212004";"31";"Site inscrit selon la loi de 1930";"20";"FRA"
"23444";"7386";"FR5212005";"21";"Forêt domaniale";"100";"FRA"
"23445";"7387";"FR5212007";"31";"Site inscrit selon la loi de 1930";"5";"FRA"
"23446";"7387";"FR5212007";"80";"Parc naturel régional";"20";"FRA"
"23447";"7387";"FR5212007";"11";"Terrain acquis par le Conservatoire du Littoral";"21";"FRA"
"23448";"7387";"FR5212007";"72";"Zone humide protégée par la convention de Ramsar";"80";"INT"
"23449";"7388";"FR5212008";"31";"Site inscrit selon la loi de 1930";;"FRA"
"23450";"7388";"FR5212008";"80";"Parc naturel régional";;"FRA"
"23451";"7388";"FR5212008";"72";"Zone humide protégée par la convention de Ramsar";;"INT"
"23452";"7389";"FR5212009";"11";"Terrain acquis par le Conservatoire du Littoral";"0";"FRA"
"23453";"7389";"FR5212009";"36";"Réserve naturelle nationale";"0";"FRA"
"23454";"7389";"FR5212009";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"23455";"7389";"FR5212009";"21";"Forêt domaniale";"4";"FRA"
"23456";"7389";"FR5212009";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"7";"FRA"
"23457";"7390";"FR5212010";"11";"Terrain acquis par le Conservatoire du Littoral";"5";"FRA"
"23458";"7390";"FR5212010";"52";"Réserve de chasse et de faune sauvage d'ACCA";"5";"FRA"
"23459";"7390";"FR5212010";"39";"Forêt de protection";"30";"FRA"
"23460";"7390";"FR5212010";"32";"Site classé selon la loi de 1930";"40";"FRA"
"23461";"7392";"FR5212012";"13";"Terrain acquis par un département";"1";"FRA"
"23462";"7392";"FR5212012";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"23463";"7392";"FR5212012";"80";"Parc naturel régional";"100";"FRA"
"23464";"7394";"FR5410012";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"23465";"7394";"FR5410012";"36";"Réserve naturelle nationale";"1";"FRA"
"23466";"7394";"FR5410012";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"25";"FRA"
"23467";"7394";"FR5410012";"31";"Site inscrit selon la loi de 1930";"78";"FRA"
"23468";"7394";"FR5410012";"32";"Site classé selon la loi de 1930";"99";"FRA"
"23469";"7394";"FR5410012";"69";"Réserve Biogénétique du Conseil de l'Europe";"1";"INT"
"23471";"7395";"FR5410013";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0";"FRA"
"23472";"7395";"FR5410013";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"23473";"7395";"FR5410013";"36";"Réserve naturelle nationale";"1";"FRA"
"23474";"7395";"FR5410013";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"9";"FRA"
"23475";"7396";"FR5410014";"36";"Réserve naturelle nationale";"2";"FRA"
"23476";"7396";"FR5410014";"21";"Forêt domaniale";"51";"FRA"
"23477";"7397";"FR5410028";"13";"Terrain acquis par un département";"0,36";"FRA"
"23478";"7397";"FR5410028";"11";"Terrain acquis par le Conservatoire du Littoral";"5,36";"FRA"
"23479";"7397";"FR5410028";"36";"Réserve naturelle nationale";"24,4";"FRA"
"23480";"7397";"FR5410028";"15";"Terrain acquis par un conservatoire d'espaces naturels";"0,8";"FRA"
"23481";"7397";"FR5410028";"93";"Réserve naturelle régionale";"0,1";"FRA"
"23482";"7397";"FR5410028";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0,03";"FRA"
"23483";"7397";"FR5410028";"32";"Site classé selon la loi de 1930";"82";"FRA"
"23484";"7397";"FR5410028";"52";"Réserve de chasse et de faune sauvage d'ACCA";"4";"FRA"
"23485";"7398";"FR5410100";"23";"Réserve biologique dirigée";"1";"FRA"
"23486";"7398";"FR5410100";"32";"Site classé selon la loi de 1930";"1";"FRA"
"23487";"7398";"FR5410100";"36";"Réserve naturelle nationale";"10";"FRA"
"23488";"7398";"FR5410100";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"13";"FRA"
"23489";"7398";"FR5410100";"93";"Réserve naturelle régionale";"1";"FRA"
"23490";"7399";"FR5412005";"00";"Aucune protection";"100";"FRA"
"23491";"7400";"FR5412006";"00";"Aucune protection";"100";"FRA"
"23492";"7401";"FR5412007";"00";"Aucune protection";"100";"FRA"
"23493";"7402";"FR5412011";"00";"Aucune protection";"100";"FRA"
"23494";"7403";"FR5412013";"00";"Aucune protection";"100";"FRA"
"23495";"7404";"FR5412014";"00";"Aucune protection";"100";"FRA"
"23496";"7405";"FR5412015";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"13";"FRA"
"23497";"7406";"FR5412016";"00";"Aucune protection";"100";"FRA"
"23498";"7407";"FR5412017";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"2";"FRA"
"23499";"7408";"FR5412018";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"23500";"7409";"FR5412019";"00";"Aucune protection";"100";"FRA"
"23501";"7410";"FR5412020";"11";"Terrain acquis par le Conservatoire du Littoral";"0,99";"FRA"
"23502";"7410";"FR5412020";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0,38";"FRA"
"23503";"7410";"FR5412020";"15";"Terrain acquis par un conservatoire d'espaces naturels";"1,1";"FRA"
"23504";"7410";"FR5412020";"32";"Site classé selon la loi de 1930";"10,8";"FRA"
"23505";"7410";"FR5412020";"52";"Réserve de chasse et de faune sauvage d'ACCA";"6";"FRA"
"23506";"7410";"FR5412020";"13";"Terrain acquis par un département";"0,8";"FRA"
"23507";"7411";"FR5412021";"00";"Aucune protection";"100";"FRA"
"23508";"7413";"FR5412023";"00";"Aucune protection";"100";"FRA"
"23509";"7414";"FR5412024";"00";"Aucune protection";"100";"FRA"
"23510";"7415";"FR5412025";"11";"Terrain acquis par le Conservatoire du Littoral";"3,1";"FRA"
"23511";"7415";"FR5412025";"15";"Terrain acquis par un conservatoire d'espaces naturels";"0,7";"FRA"
"23512";"7415";"FR5412025";"52";"Réserve de chasse et de faune sauvage d'ACCA";"2";"FRA"
"23513";"7415";"FR5412025";"32";"Site classé selon la loi de 1930";"3";"FRA"
"23514";"7416";"FR5412026";"11";"Terrain acquis par le Conservatoire du Littoral";"0";"FRA"
"23515";"7416";"FR5412026";"36";"Réserve naturelle nationale";"0";"FRA"
"23516";"7416";"FR5412026";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"0";"FRA"
"23517";"7416";"FR5412026";"32";"Site classé selon la loi de 1930";"1";"FRA"
"23519";"7418";"FR7210029";"36";"Réserve naturelle nationale";"100";"FRA"
"23520";"7419";"FR7210030";"11";"Terrain acquis par le Conservatoire du Littoral";;"FRA"
"23521";"7419";"FR7210030";"13";"Terrain acquis par un département";;"FRA"
"23522";"7419";"FR7210030";"21";"Forêt domaniale";;"FRA"
"23523";"7419";"FR7210030";"39";"Forêt de protection";;"FRA"
"23524";"7419";"FR7210030";"36";"Réserve naturelle nationale";"100";"FRA"
"23525";"7419";"FR7210030";"69";"Réserve Biogénétique du Conseil de l'Europe";"100";"INT"
"23526";"7419";"FR7210030";"31";"Site inscrit selon la loi de 1930";;"FRA"
"23527";"7419";"FR7210030";"32";"Site classé selon la loi de 1930";;"FRA"
"23528";"7420";"FR7210031";"36";"Réserve naturelle nationale";"100";"FRA"
"23529";"7421";"FR7210063";"11";"Terrain acquis par le Conservatoire du Littoral";"98";"FRA"
"23530";"7421";"FR7210063";"36";"Réserve naturelle nationale";"100";"FRA"
"23531";"7423";"FR7210077";"13";"Terrain acquis par un département";;"FRA"
"23532";"7423";"FR7210077";"31";"Site inscrit selon la loi de 1930";;"FRA"
"23533";"7423";"FR7210077";"32";"Site classé selon la loi de 1930";;"FRA"
"23534";"7423";"FR7210077";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"23535";"7424";"FR7210078";"80";"Parc naturel régional";"55";"FRA"
"23536";"7425";"FR7210087";"33";"Parc national, zone coeur";"30";"FRA"
"23537";"7425";"FR7210087";"34";"Parc national, aire d'adhésion";"70";"FRA"
"23538";"7426";"FR7210089";"34";"Parc national, aire d'adhésion";"100";"FRA"
"23539";"7426";"FR7210089";"36";"Réserve naturelle nationale";"100";"FRA"
"23540";"7426";"FR7210089";"69";"Réserve Biogénétique du Conseil de l'Europe";"100";"INT"
"23541";"7427";"FR7212001";"13";"Terrain acquis par un département";"100";"FRA"
"23542";"7427";"FR7212001";"51";"Réserve nationale de chasse et de faune sauvage";"100";"FRA"
"23543";"7428";"FR7212002";"00";"Aucune protection";;"FRA"
"23544";"7429";"FR7212003";"31";"Site inscrit selon la loi de 1930";;"FRA"
"23545";"7430";"FR7212004";"31";"Site inscrit selon la loi de 1930";;"FRA"
"23546";"7431";"FR7212005";"00";"Aucune protection";;"FRA"
"23547";"7432";"FR7212007";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"23548";"7433";"FR7212008";"34";"Parc national, aire d'adhésion";;"FRA"
"23549";"7433";"FR7212008";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"23550";"7434";"FR7212009";"34";"Parc national, aire d'adhésion";"1";"FRA"
"23551";"7436";"FR7212011";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"23552";"7437";"FR7212012";"31";"Site inscrit selon la loi de 1930";;"FRA"
"23553";"7438";"FR7212013";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"23554";"7439";"FR7212014";"13";"Terrain acquis par un département";"1";"FRA"
"23555";"7439";"FR7212014";"52";"Réserve de chasse et de faune sauvage d'ACCA";"5";"FRA"
"23556";"7441";"FR7212016";"90";"Autre protection";;"FRA"
"23557";"7442";"FR7212018";"90";"Autre protection";;"FRA"
"23560";"7445";"FR7401122";"00";"Aucune protection";"100";"FRA"
"23569";"7449";"FR7412001";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"23570";"7449";"FR7412001";"15";"Terrain acquis par un conservatoire d'espaces naturels";"1";"FRA"
"23571";"7449";"FR7412001";"32";"Site classé selon la loi de 1930";"1";"FRA"
"23572";"7449";"FR7412001";"37";"Réserve naturelle volontaire";"1";"FRA"
"23573";"7449";"FR7412001";"21";"Forêt domaniale";"2";"FRA"
"23574";"7449";"FR7412001";"31";"Site inscrit selon la loi de 1930";"4";"FRA"
"23575";"7449";"FR7412001";"80";"Parc naturel régional";"9";"FRA"
"23576";"7449";"FR7412001";"22";"Forêt non domaniale bénéficiant du régime forestier";"15";"FRA"
"23577";"7450";"FR7412002";"13";"Terrain acquis par un département";"17";"FRA"
"23578";"7450";"FR7412002";"36";"Réserve naturelle nationale";"22";"FRA"
"23579";"7451";"FR7412003";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"23580";"7451";"FR7412003";"15";"Terrain acquis par un conservatoire d'espaces naturels";"1";"FRA"
"23581";"7451";"FR7412003";"21";"Forêt domaniale";"1";"FRA"
"23582";"7451";"FR7412003";"32";"Site classé selon la loi de 1930";"1";"FRA"
"23583";"7451";"FR7412003";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"23584";"7451";"FR7412003";"22";"Forêt non domaniale bénéficiant du régime forestier";"3";"FRA"
"23585";"7451";"FR7412003";"31";"Site inscrit selon la loi de 1930";"4";"FRA"
"23586";"7451";"FR7412003";"80";"Parc naturel régional";"99";"FRA"
"23590";"7453";"FR8201742";"13";"Terrain acquis par un département";"37";"FRA"
"23591";"7453";"FR8201742";"80";"Parc naturel régional";"100";"FRA"
"23592";"7454";"FR8201748";"36";"Réserve naturelle nationale";"100";"FRA"
"23593";"7455";"FR8201773";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"47";"FRA"
"23594";"7455";"FR8201773";"80";"Parc naturel régional";"19";"FRA"
"23617";"7463";"FR9310019";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"23618";"7463";"FR9310019";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"1";"FRA"
"23619";"7463";"FR9310019";"13";"Terrain acquis par un département";"2";"FRA"
"23620";"7463";"FR9310019";"32";"Site classé selon la loi de 1930";"7";"FRA"
"23621";"7463";"FR9310019";"36";"Réserve naturelle nationale";"7";"FRA"
"23622";"7463";"FR9310019";"80";"Parc naturel régional";"51";"FRA"
"23623";"7463";"FR9310019";"78";"Diplôme européen";"6";"INT"
"23624";"7463";"FR9310019";"72";"Zone humide protégée par la convention de Ramsar";"51";"INT"
"23625";"7463";"FR9310019";"73";"Aire spécialement protégée d'intérêt méditerranéen de la convention de Barcelone";;"INT"
"23626";"7463";"FR9310019";"68";"Réserve de Biosphère";"6";"INT"
"23627";"7463";"FR9310019";"69";"Réserve Biogénétique du Conseil de l'Europe";"6";"INT"
"23628";"7464";"FR9310020";"33";"Parc national, zone coeur";"4";"FRA"
"23629";"7464";"FR9310020";"32";"Site classé selon la loi de 1930";"13";"FRA"
"23630";"7464";"FR9310020";"79";"Autres désignations internationales";"95";"INT"
"23631";"7465";"FR9310035";"21";"Forêt domaniale";;"FRA"
"23632";"7465";"FR9310035";"22";"Forêt non domaniale bénéficiant du régime forestier";;"FRA"
"23633";"7465";"FR9310035";"31";"Site inscrit selon la loi de 1930";;"FRA"
"23634";"7465";"FR9310035";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0";"FRA"
"23635";"7465";"FR9310035";"32";"Site classé selon la loi de 1930";"6";"FRA"
"23636";"7465";"FR9310035";"33";"Parc national, zone coeur";"100";"FRA"
"23637";"7466";"FR9310064";"11";"Terrain acquis par le Conservatoire du Littoral";;"FRA"
"23638";"7466";"FR9310064";"36";"Réserve naturelle nationale";"19";"FRA"
"23639";"7467";"FR9310067";"36";"Réserve naturelle nationale";"1";"FRA"
"23640";"7467";"FR9310067";"13";"Terrain acquis par un département";"2";"FRA"
"23641";"7467";"FR9310067";"21";"Forêt domaniale";"5";"FRA"
"23642";"7467";"FR9310067";"32";"Site classé selon la loi de 1930";"37";"FRA"
"23643";"7468";"FR9310075";"32";"Site classé selon la loi de 1930";"0";"FRA"
"23644";"7468";"FR9310075";"36";"Réserve naturelle nationale";"1";"FRA"
"23645";"7468";"FR9310075";"23";"Réserve biologique dirigée";"10";"FRA"
"23646";"7468";"FR9310075";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"99";"FRA"
"23647";"7468";"FR9310075";"80";"Parc naturel régional";"99";"FRA"
"23648";"7468";"FR9310075";"65";"Réserve de Biosphère, zone de transition";"3";"INT"
"23649";"7468";"FR9310075";"63";"Réserve de Biosphère, zone centrale";"90";"INT"
"23650";"7468";"FR9310075";"64";"Réserve de Biosphère, zone tampon";"8";"INT"
"23651";"7469";"FR9312002";"13";"Terrain acquis par un département";"3";"FRA"
"23652";"7469";"FR9312002";"21";"Forêt domaniale";"4";"FRA"
"23653";"7469";"FR9312002";"22";"Forêt non domaniale bénéficiant du régime forestier";"10";"FRA"
"23654";"7469";"FR9312002";"32";"Site classé selon la loi de 1930";"35";"FRA"
"23655";"7470";"FR9312007";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"23656";"7470";"FR9312007";"32";"Site classé selon la loi de 1930";"5";"FRA"
"23657";"7470";"FR9312007";"36";"Réserve naturelle nationale";"1";"FRA"
"23658";"7470";"FR9312007";"33";"Parc national, zone coeur";"80";"FRA"
"23659";"7470";"FR9312007";"34";"Parc national, aire d'adhésion";"20";"FRA"
"23660";"7471";"FR9312022";"31";"Site inscrit selon la loi de 1930";"2";"FRA"
"23661";"7471";"FR9312022";"32";"Site classé selon la loi de 1930";"47";"FRA"
"23662";"7471";"FR9312022";"80";"Parc naturel régional";"99";"FRA"
"23663";"7472";"FR9312026";"13";"Terrain acquis par un département";"20";"FRA"
"23664";"7472";"FR9312026";"31";"Site inscrit selon la loi de 1930";"41";"FRA"
"23665";"7472";"FR9312026";"21";"Forêt domaniale";"7";"FRA"
"23666";"7472";"FR9312026";"22";"Forêt non domaniale bénéficiant du régime forestier";"33";"FRA"
"23667";"7472";"FR9312026";"80";"Parc naturel régional";"100";"FRA"
"23668";"7473";"FR9400613";"80";"Parc naturel régional";"39";"FRA"
"23669";"7473";"FR9400613";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"70";"FRA"
"23670";"7474";"FR9410021";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0";"FRA"
"23671";"7474";"FR9410021";"32";"Site classé selon la loi de 1930";"1";"FRA"
"23672";"7474";"FR9410021";"36";"Réserve naturelle nationale";"85";"FRA"
"23673";"7474";"FR9410021";"90";"Autre protection";"100";"FRA"
"23674";"7474";"FR9410021";"79";"Autres désignations internationales";"100";"INT"
"23675";"7475";"FR9410022";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"23676";"7475";"FR9410022";"36";"Réserve naturelle nationale";"100";"FRA"
"23677";"7476";"FR9410023";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"23678";"7476";"FR9410023";"80";"Parc naturel régional";"5";"FRA"
"23679";"7476";"FR9410023";"36";"Réserve naturelle nationale";"6";"FRA"
"23680";"7476";"FR9410023";"32";"Site classé selon la loi de 1930";"45";"FRA"
"23681";"7476";"FR9410023";"69";"Réserve Biogénétique du Conseil de l'Europe";"5";"INT"
"23682";"7477";"FR9410096";"32";"Site classé selon la loi de 1930";"2";"FRA"
"23683";"7477";"FR9410096";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"85";"FRA"
"23684";"7477";"FR9410096";"79";"Autres désignations internationales";"100";"INT"
"23685";"7478";"FR9410097";"36";"Réserve naturelle nationale";"1";"FRA"
"23686";"7478";"FR9410097";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"23687";"7478";"FR9410097";"11";"Terrain acquis par le Conservatoire du Littoral";"34";"FRA"
"23688";"7478";"FR9410097";"32";"Site classé selon la loi de 1930";"98";"FRA"
"23689";"7478";"FR9410097";"91";"Parc naturel marin";;"FRA"
"23690";"7478";"FR9410097";"92";"Réserve naturelle de Corse";;"FRA"
"23819";"7529";"FR2300124";"00";"Aucune protection";"100";"FRA"
"23820";"7530";"FR2300125";"32";"Site classé selon la loi de 1930";"2";"FRA"
"23821";"7530";"FR2300125";"23";"Réserve biologique dirigée";"13";"FRA"
"23822";"7530";"FR2300125";"27";"Réserve biologique domaniale dirigée";"13";"FRA"
"23823";"7530";"FR2300125";"31";"Site inscrit selon la loi de 1930";"98";"FRA"
"23828";"7534";"FR2300132";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0";"FRA"
"23829";"7535";"FR2300133";"00";"Aucune protection";;"FRA"
"23830";"7536";"FR2300136";"90";"Autre protection";"83";"FRA"
"23838";"7539";"FR2300147";"37";"Réserve naturelle volontaire";"100";"FRA"
"23839";"7539";"FR2300147";"80";"Parc naturel régional";"100";"FRA"
"23844";"7542";"FR2300152";"00";"Aucune protection";"30";"FRA"
"23845";"7542";"FR2300152";"32";"Site classé selon la loi de 1930";"70";"FRA"
"23846";"7543";"FR2302001";"32";"Site classé selon la loi de 1930";"15";"FRA"
"23847";"7543";"FR2302001";"31";"Site inscrit selon la loi de 1930";"19";"FRA"
"23848";"7544";"FR2302002";"00";"Aucune protection";"100";"FRA"
"23849";"7545";"FR2302005";"32";"Site classé selon la loi de 1930";"100";"FRA"
"23850";"7546";"FR2302006";"00";"Aucune protection";"100";"FRA"
"23851";"7547";"FR2302007";"00";"Aucune protection";"100";"FRA"
"23853";"7549";"FR2302009";"00";"Aucune protection";"100";"FRA"
"23854";"7550";"FR2302011";"00";"Aucune protection";"100";"FRA"
"23855";"7551";"FR2302012";"00";"Aucune protection";"100";"FRA"
"23868";"7554";"FR2500083";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"2";"FRA"
"23869";"7554";"FR2500083";"36";"Réserve naturelle nationale";"7";"FRA"
"23870";"7554";"FR2500083";"11";"Terrain acquis par le Conservatoire du Littoral";"28";"FRA"
"23871";"7554";"FR2500083";"32";"Site classé selon la loi de 1930";"100";"FRA"
"23872";"7554";"FR2500083";"69";"Réserve Biogénétique du Conseil de l'Europe";"7";"INT"
"23873";"7555";"FR2500084";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"23874";"7555";"FR2500084";"52";"Réserve de chasse et de faune sauvage d'ACCA";"1";"FRA"
"23875";"7555";"FR2500084";"11";"Terrain acquis par le Conservatoire du Littoral";"2";"FRA"
"23876";"7555";"FR2500084";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"2";"FRA"
"23877";"7555";"FR2500084";"32";"Site classé selon la loi de 1930";"46";"FRA"
"23878";"7555";"FR2500084";"00";"Aucune protection";"54";"FRA"
"23879";"7556";"FR2500085";"31";"Site inscrit selon la loi de 1930";"0";"FRA"
"23880";"7556";"FR2500085";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0";"FRA"
"23881";"7556";"FR2500085";"11";"Terrain acquis par le Conservatoire du Littoral";"2";"FRA"
"23882";"7556";"FR2500085";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"2";"FRA"
"23883";"7556";"FR2500085";"32";"Site classé selon la loi de 1930";"3";"FRA"
"23884";"7556";"FR2500085";"00";"Aucune protection";"94";"FRA"
"23885";"7557";"FR2500086";"11";"Terrain acquis par le Conservatoire du Littoral";"3";"FRA"
"23895";"7559";"FR2500090";"11";"Terrain acquis par le Conservatoire du Littoral";"3";"FRA"
"23896";"7559";"FR2500090";"32";"Site classé selon la loi de 1930";"61";"FRA"
"23900";"7561";"FR2500092";"13";"Terrain acquis par un département";"10";"FRA"
"23901";"7561";"FR2500092";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"100";"FRA"
"23903";"7563";"FR2500096";"36";"Réserve naturelle nationale";"8";"FRA"
"23904";"7563";"FR2500096";"13";"Terrain acquis par un département";"10";"FRA"
"23918";"7569";"FR2500108";"00";"Aucune protection";"100";"FRA"
"23919";"7571";"FR2500110";"72";"Zone humide protégée par la convention de Ramsar";"4";"INT"
"23920";"7572";"FR2500113";"55";"Réserve de pêche";"1";"FRA"
"23921";"7573";"FR2502002";"80";"Parc naturel régional";"100";"FRA"
"23923";"7573";"FR2502002";"81";"Zone sous convention de gestion";"100";"FRA"
"23924";"7574";"FR2502003";"80";"Parc naturel régional";"100";"FRA"
"23926";"7576";"FR2502005";"81";"Zone sous convention de gestion";"66";"FRA"
"23927";"7580";"FR2502010";"00";"Aucune protection";"100";"FRA"
"23928";"7581";"FR2502011";"00";"Aucune protection";"100";"FRA"
"23929";"7582";"FR2502012";"13";"Terrain acquis par un département";"75";"FRA"
"23930";"7583";"FR2502013";"00";"Aucune protection";"0";"FRA"
"23932";"7583";"FR2502013";"81";"Zone sous convention de gestion";"100";"FRA"
"23933";"7587";"FR2502018";"00";"Aucune protection";"100";"FRA"
"23934";"7588";"FR2502021";"00";"Aucune protection";"100";"FRA"
"23941";"7591";"FR2600990";"15";"Terrain acquis par un conservatoire d'espaces naturels";"1";"FRA"
"23942";"7591";"FR2600990";"22";"Forêt non domaniale bénéficiant du régime forestier";"10";"FRA"
"23943";"7591";"FR2600990";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"14";"FRA"
"23945";"7593";"FR2601004";"22";"Forêt non domaniale bénéficiant du régime forestier";"1";"FRA"
"23950";"7595";"FR4100155";"22";"Forêt non domaniale bénéficiant du régime forestier";"10";"FRA"
"23951";"7595";"FR4100155";"15";"Terrain acquis par un conservatoire d'espaces naturels";"19";"FRA"
"23966";"7599";"FR5312002";"13";"Terrain acquis par un département";"100";"FRA"
"23967";"7599";"FR5312002";"32";"Site classé selon la loi de 1930";"100";"FRA"
"23987";"7609";"FR7200703";"11";"Terrain acquis par le Conservatoire du Littoral";"10";"FRA"
"23988";"7609";"FR7200703";"31";"Site inscrit selon la loi de 1930";"10";"FRA"
"23989";"7609";"FR7200703";"21";"Forêt domaniale";"50";"FRA"
"23990";"7610";"FR7200708";"13";"Terrain acquis par un département";"65";"FRA"
"23991";"7610";"FR7200708";"17";"Zone naturelle et forestière de document d'urbanisme";"100";"FRA"
"23992";"7610";"FR7200708";"80";"Parc naturel régional";"100";"FRA"
"24014";"7622";"FR7200775";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"1";"FRA"
"24015";"7622";"FR7200775";"11";"Terrain acquis par le Conservatoire du Littoral";"9";"FRA"
"24016";"7622";"FR7200775";"32";"Site classé selon la loi de 1930";"20";"FRA"
"24017";"7623";"FR7200776";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"1";"FRA"
"24020";"7625";"FR7200782";"00";"Aucune protection";"100";"FRA"
"24021";"7626";"FR7200787";"00";"Aucune protection";"100";"FRA"
