"PK_NATURA";"SITECODE";"SITE_NAME";"TYPE";"DATE_";"UPDATE_";"DATE_PROP";"DATE_LAST_PROP";"DATE_FIRST_CON";"DATE_CON";"SAC_DATE_INIT";"SAC_DATE";"SPA_DATE_INIT";"SPA_DATE";"AREA";"MARINE_AREA_POURC";"LONGITUDE";"LATITUDE";"FR_ALT_MAX";"FR_ALT_MIN";"FR_ALT_MEAN";"CD_REG";"INSPIRE_ID";"EXIST_PLAN";"SPA_LEGAL_REF";"SAC_LEGAL_REF";"EXPLANATIONS";"DATE_INTEGRATION"
"7362";"FR4112012";"Jarny - Mars-la-Tour";"A";30/4/2006 00:00:00;;;30/6/2006 00:00:00;;;;;7/6/2006 00:00:00;23/11/2018 00:00:00;8113,00;;5,86;49,10;"313";"197";;"41";;"true";" https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000037694983";;;15/5/2019 00:00:00
"7363";"FR4211799";"Vosges du Nord";"A";31/7/2002 00:00:00;31/3/2004 00:00:00;;28/2/2005 00:00:00;;;;;28/2/2003 00:00:00;23/11/2018 00:00:00;4995,53;;7,33;48,81;"417";"190";"300";"42";;"true";" https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000037694983";;;15/12/2021 00:00:00
"7364";"FR4211807";"Hautes-Vosges, Haut-Rhin";"A";31/7/2002 00:00:00;30/4/2004 00:00:00;;28/2/2005 00:00:00;;;;;28/2/2003 00:00:00;23/11/2018 00:00:00;23680,26;;7,01;47,95;"1362";"428";"895";"42";;"true";" https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000037694983";;;15/12/2021 00:00:00
"7365";"FR4211808";"Zones agricoles de la Hardt";"A";31/7/2002 00:00:00;30/4/2004 00:00:00;;28/2/2005 00:00:00;;;;;28/2/2003 00:00:00;23/11/2018 00:00:00;9198,31;;7,47;47,99;"219";"180";"199";"42";;"true";" https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000037694983";;;15/5/2019 00:00:00
"7366";"FR4211810";"Vallée du Rhin de Strasbourg à Marckolsheim";"A";31/8/2002 00:00:00;31/3/2004 00:00:00;;15/5/2019 00:00:00;;;;;28/2/2003 00:00:00;30/11/2020 00:00:00;8784,00;;7,70;48,33;"182";"156";"169";"42";;"true";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000043092505";;;15/12/2021 00:00:00
"7368";"FR4213813";"Ried de Colmar à Sélestat, Haut-Rhin";"A";31/12/2002 00:00:00;31/3/2007 00:00:00;;30/6/2007 00:00:00;;;;;28/2/2003 00:00:00;23/11/2018 00:00:00;5229,00;;7,43;48,16;"180";"161";"170";"42";;"null";" https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000037694983";;;15/12/2021 00:00:00
"7369";"FR4301346";"Plateau des mille étangs";"B";30/11/1995 00:00:00;6/6/2013 00:00:00;31/7/2003 00:00:00;31/5/2015 00:00:00;7/12/2004 00:00:00;9/12/2016 00:00:00;27/5/2009 00:00:00;25/1/2017 00:00:00;;;20555,00;;6,61;47,80;"791";"303";"388";"43";;"true";;"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000033968014&dateTexte=";"mise à jour dans le cadre de la modification de périmètre";15/5/2019 00:00:00
"7378";"FR5210008";"Lac de Grand Lieu";"A";30/9/1986 00:00:00;31/8/2003 00:00:00;;30/9/1986 00:00:00;;;;;30/9/1986 00:00:00;8/1/2019 00:00:00;5732,00;;-1,68;47,08;"5";"2";"3";"52";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038028325";;;15/12/2021 00:00:00
"7379";"FR5210090";"Marais salants de Guérande, traicts du Croisic, dunes de Pen Bron";"A";31/1/1992 00:00:00;31/7/2008 00:00:00;;30/10/2008 00:00:00;;;;;27/10/2004 00:00:00;11/12/2018 00:00:00;3622,00;"35";-2,47;47,30;"10";"-10";"0";"52";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038056855";;;15/12/2021 00:00:00
"7380";"FR5210103";"Estuaire de la Loire";"A";31/5/1996 00:00:00;31/3/2006 00:00:00;;30/4/2006 00:00:00;;;;;31/5/1996 00:00:00;11/12/2018 00:00:00;20162,00;"10";-1,79;47,25;"6";"-10";"2";"52";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038056855";;;15/12/2021 00:00:00
"7381";"FR5210115";"Basses vallées angevines et prairies de la Baumette";"A";31/7/1999 00:00:00;31/1/2005 00:00:00;;30/11/2005 00:00:00;;;;;30/11/1999 00:00:00;8/1/2019 00:00:00;7523,00;;-0,52;47,57;"25";"4";;"52";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038028325";;;15/12/2021 00:00:00
"7382";"FR5212001";"Marais de Goulaine";"A";31/12/2003 00:00:00;31/3/2006 00:00:00;;30/4/2006 00:00:00;;;;;25/4/2006 00:00:00;8/1/2019 00:00:00;1514,00;;-1,40;47,20;"10";"2";"5";"52";;"null";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038028325";;;15/12/2021 00:00:00
"7383";"FR5212002";"Vallée de la Loire de Nantes aux Ponts-de-Cé et ses annexes";"A";31/12/2003 00:00:00;31/5/2005 00:00:00;;30/1/2006 00:00:00;;;;;5/1/2006 00:00:00;8/1/2019 00:00:00;15714,00;;-0,96;47,37;"45";"2";;"52";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038028325";;;15/12/2021 00:00:00
"7385";"FR5212004";"Marais de l'Erdre";"A";31/12/2003 00:00:00;31/12/2005 00:00:00;;30/4/2006 00:00:00;;;;;12/4/2006 00:00:00;8/1/2019 00:00:00;2747,00;;-1,50;47,36;"8";"4";"6";"52";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038028325";;;15/12/2021 00:00:00
"7386";"FR5212005";"Forêt de Gâvre";"A";31/12/2005 00:00:00;;;30/4/2006 00:00:00;;;;;25/4/2006 00:00:00;8/1/2019 00:00:00;4481,00;;-1,80;47,52;"60";"30";"45";"52";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038028325";;;15/5/2019 00:00:00
"7387";"FR5212007";"Marais du Mès, baie et dunes de Pont-Mahé, étang du Pont de Fer";"A";31/12/2004 00:00:00;31/1/2006 00:00:00;;30/9/2016 00:00:00;;;;;25/4/2006 00:00:00;11/12/2018 00:00:00;2688,00;"21,3";-2,42;47,41;"10";"0";"5";"52";;"true";" https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038056855";;;15/12/2021 00:00:00
"7388";"FR5212008";"Grande Brière, marais de Donges et du Brivet";"A";31/12/2004 00:00:00;28/2/2006 00:00:00;;30/4/2006 00:00:00;;;;;26/4/2006 00:00:00;8/1/2019 00:00:00;19754,00;;-2,24;47,37;"6";"0";;"52";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038028325";;;15/12/2021 00:00:00
"7389";"FR5212009";"Marais Breton, baie de Bourgneuf, île de Noirmoutier et forêt de Monts";"A";31/12/2004 00:00:00;31/1/2006 00:00:00;;30/4/2006 00:00:00;;;;;6/4/2006 00:00:00;11/12/2018 00:00:00;55826,00;"30";-2,07;46,87;"20";"0";;"52";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038056855";;;15/12/2021 00:00:00
"7390";"FR5212010";"Dunes, forêt et marais d'Olonne";"A";31/12/2004 00:00:00;31/12/2005 00:00:00;;30/4/2006 00:00:00;;;;;26/4/2006 00:00:00;11/12/2018 00:00:00;2889,00;"3";-1,81;46,56;"34";"0";"15";"52";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038056855";;;15/12/2021 00:00:00
"7391";"FR5212011";"Plaine calcaire du sud Vendée";"A";31/12/2004 00:00:00;31/3/2006 00:00:00;;30/4/2006 00:00:00;;;;;25/4/2006 00:00:00;8/1/2019 00:00:00;6701,00;;-0,97;46,48;;;"20";"52";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038028325";;;15/12/2021 00:00:00
"7392";"FR5212012";"Corniche de Pail, forêt de Multonne";"A";31/1/2005 00:00:00;31/12/2005 00:00:00;;30/4/2006 00:00:00;;;;;6/4/2006 00:00:00;8/1/2019 00:00:00;1452,00;;-0,15;48,45;"417";;;"52";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038028325";;;15/12/2021 00:00:00
"7393";"FR5212016";"Mers Celtiques - Talus du golfe de Gascogne";"A";7/2/2017 00:00:00;;;15/5/2019 00:00:00;;;;;18/1/2018 00:00:00;11/12/2018 00:00:00;7186094,00;"100";-6,07;47,64;;;;"52";;"false";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038056855";;;15/5/2019 00:00:00
"7394";"FR5410012";"Fier d'Ars et fosse de Loix";"A";30/9/1986 00:00:00;5/5/2017 00:00:00;;30/9/1986 00:00:00;;;;;30/9/1986 00:00:00;29/3/2019 00:00:00;4452,00;"55";-1,46;46,21;"4";"0";"1";"54";;"false";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038370678";;"Erreur sur la base par rapport à l'arrêté de désignation du site";18/9/2022 00:00:00
"7395";"FR5410013";"Anse de Fouras, baie d'Yves, marais de Rochefort";"A";30/9/1986 00:00:00;28/2/2007 00:00:00;;30/6/2007 00:00:00;;;;;30/9/1986 00:00:00;29/3/2019 00:00:00;13604,00;"24";-0,97;46,01;"22";"2";"3";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038370678";;;18/9/2022 00:00:00
"7396";"FR5410014";"Forêt de Moulière, landes du Pinail, bois du Défens, du Fou et de la Roche de Bran";"A";30/9/1986 00:00:00;7/4/2017 00:00:00;;30/9/1996 00:00:00;;;;;30/9/1996 00:00:00;8/1/2019 00:00:00;8123,00;;0,50;46,65;"142";"60";"120";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;;15/5/2019 00:00:00
"7397";"FR5410028";"Marais de Brouage-Oléron";"A";30/4/2001 00:00:00;4/12/2012 00:00:00;;30/11/2004 00:00:00;;;;;29/2/1988 00:00:00;29/3/2019 00:00:00;26080,00;"40";-1,05;45,85;"9";"0";"3";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038370678";;"Erreur sur la base par rapport à l'arrêté de désignation du site";18/9/2022 00:00:00
"7398";"FR5410100";"Marais poitevin";"A";30/4/1996 00:00:00;4/5/2017 00:00:00;;30/11/2004 00:00:00;;;;;30/4/1996 00:00:00;29/3/2019 00:00:00;68023,00;"13";-1,10;46,35;"10";"0";;"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038370678";;;18/9/2022 00:00:00
"7399";"FR5412005";"Vallée de la Charente moyenne et Seugnes";"A";30/4/2002 00:00:00;28/7/2014 00:00:00;;30/10/2004 00:00:00;;;;;6/7/2004 00:00:00;8/1/2019 00:00:00;7087,00;;-0,63;45,72;"10";"3";"5";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;;15/5/2019 00:00:00
"7400";"FR5412006";"Vallée de la Charente en amont d'Angoulême";"A";31/7/2000 00:00:00;18/4/2017 00:00:00;;30/3/2001 00:00:00;;;;;31/3/2001 00:00:00;8/1/2019 00:00:00;4008,00;;0,06;45,79;"70";"30";"50";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;;15/5/2019 00:00:00
"7401";"FR5412007";"Plaine de Niort Sud-Est";"A";30/9/2000 00:00:00;16/5/2017 00:00:00;;30/10/2003 00:00:00;;;;;26/8/2003 00:00:00;8/1/2019 00:00:00;20760,00;;-0,42;46,21;"100";"60";;"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;;18/9/2022 00:00:00
"7402";"FR5412011";"Estuaire de la Gironde : marais de la rive nord";"A";30/6/2000 00:00:00;15/5/2017 00:00:00;;30/6/2007 00:00:00;;;;;6/7/2004 00:00:00;29/3/2019 00:00:00;12508,00;;-0,76;45,31;"5";"0";"2";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038370678";;;18/9/2022 00:00:00
"7403";"FR5412013";"Plaine de Niort Nord-Ouest";"A";30/9/2000 00:00:00;31/8/2017 00:00:00;;30/10/2003 00:00:00;;;;;26/8/2003 00:00:00;8/1/2019 00:00:00;17040,00;;-0,55;46,40;;;;"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;;18/9/2022 00:00:00
"7404";"FR5412014";"Plaine d'Oiron-Thénezay";"A";30/9/2000 00:00:00;22/9/2017 00:00:00;;30/10/2003 00:00:00;;;;;26/8/2003 00:00:00;8/1/2019 00:00:00;15580,00;;-0,06;46,85;;;;"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;;18/9/2022 00:00:00
"7405";"FR5412015";"Camp de Montmorillon, Landes de Sainte-Marie";"A";31/10/2000 00:00:00;3/4/2017 00:00:00;;30/10/2004 00:00:00;;;;;30/7/2004 00:00:00;29/3/2019 00:00:00;4072,00;;0,94;46,40;"170";"125";"140";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038370678";;;15/5/2019 00:00:00
"7406";"FR5412016";"Plateau de Bellefonds";"A";30/11/2000 00:00:00;16/5/2017 00:00:00;;30/10/2004 00:00:00;;;;;6/7/2004 00:00:00;8/1/2019 00:00:00;2584,00;;0,61;46,64;"140";"60";"130";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;;15/5/2019 00:00:00
"7407";"FR5412017";"Bois de l'Hospice, étang de Beaufour et environs";"A";31/10/2000 00:00:00;22/9/2017 00:00:00;;30/10/2004 00:00:00;;;;;6/7/2004 00:00:00;8/1/2019 00:00:00;3760,00;;0,81;46,37;"173";"109";"130";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;;15/5/2019 00:00:00
"7408";"FR5412018";"Plaines du Mirebalais et du Neuvillois";"A";30/11/2000 00:00:00;25/4/2017 00:00:00;;30/10/2003 00:00:00;;;;;26/8/2003 00:00:00;8/1/2019 00:00:00;37430,00;;0,08;46,78;"160";"60";"110";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Site voisin jumelé pour l'élaboration du docob : ZPS5412014";18/9/2022 00:00:00
"7409";"FR5412019";"Région de Pressac, étang de Combourg";"A";31/10/2000 00:00:00;26/4/2017 00:00:00;;30/10/2004 00:00:00;;;;;6/7/2004 00:00:00;8/1/2019 00:00:00;3359,00;;0,52;46,12;"185";"140";"160";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;;15/5/2019 00:00:00
"7410";"FR5412020";"Marais et estuaire de la Seudre, île d'Oléron";"A";30/6/2000 00:00:00;9/7/2015 00:00:00;;30/10/2004 00:00:00;;;;;6/7/2004 00:00:00;29/3/2019 00:00:00;13983,00;"22";-1,08;45,78;"4";"0";;"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038370678";;;18/9/2022 00:00:00
"7411";"FR5412021";"Plaine de Villefagnan";"A";31/7/2000 00:00:00;10/5/2017 00:00:00;;30/10/2004 00:00:00;;;;;6/7/2004 00:00:00;8/1/2019 00:00:00;9531,00;;0,06;45,98;"158";"80";"110";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;;15/5/2019 00:00:00
"7412";"FR5412022";"Plaine de La Mothe-Saint-Héray-Lezay";"A";28/2/2001 00:00:00;2/5/2017 00:00:00;;30/10/2004 00:00:00;;;;;30/7/2004 00:00:00;29/3/2019 00:00:00;24450,00;;0,04;46,28;"150";"90";;"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038370678";;;15/5/2019 00:00:00
"7413";"FR5412023";"Plaines de Barbezières à Gourville";"A";30/4/2001 00:00:00;11/5/2017 00:00:00;;30/10/2004 00:00:00;;;;;6/7/2004 00:00:00;8/1/2019 00:00:00;8108,00;;-0,07;45,87;"132";"72";"90";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"données docob 2009";15/5/2019 00:00:00
"7414";"FR5412024";"Plaine de Néré à Bresdon";"A";31/3/2001 00:00:00;9/5/2017 00:00:00;;30/10/2003 00:00:00;;;;;26/8/2003 00:00:00;8/1/2019 00:00:00;9261,00;;-0,24;45,92;"130";"70";"90";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;;15/5/2019 00:00:00
"7415";"FR5412025";"Estuaire et basse vallée de la Charente";"A";30/4/2002 00:00:00;23/7/2013 00:00:00;;30/10/2004 00:00:00;;;;;6/7/2004 00:00:00;29/3/2019 00:00:00;10700,00;"23";-0,98;45,92;"5";"0";"3";"54";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038370678";;;18/9/2022 00:00:00
"7416";"FR5412026";"Pertuis charentais - Rochebonne";"A";31/7/2008 00:00:00;;;30/10/2008 00:00:00;;;;;30/10/2008 00:00:00;29/3/2019 00:00:00;819258,00;"100";-1,88;46,03;"3";"-106";"-45";"54";;"null";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038370678";;;15/5/2019 00:00:00
"7418";"FR7210029";"Marais de Bruges";"A";29/2/1988 00:00:00;20/9/2017 00:00:00;;28/2/1988 00:00:00;;;;;29/2/1988 00:00:00;8/1/2019 00:00:00;262,00;;-0,59;44,90;"28";"7";"19";"72";;"null";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Données issues de la base ORZPS de la LPO ; en l’absence de Docob et d’animateur sur le site, les champs manquant (évaluation du site pour l’espèce) ont été codifiés par défaut en C.



Saisie de ""l'ancienne"" superficie du site dans l’attente que le nouve";15/5/2019 00:00:00
"7419";"FR7210030";"Côte médocaine : dunes boisées et dépression humides";"A";31/12/1998 00:00:00;24/4/2017 00:00:00;;30/3/2006 00:00:00;;;;;29/2/1988 00:00:00;8/1/2019 00:00:00;3949,00;;-1,14;45,03;"51";"13";"20";"72";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Saisie de ""l'ancienne"" superficie du site dans l’attente que le nouveau périmètre puisse être transmis lorsque le processus de consultation sera achevé.";18/9/2022 00:00:00
"7420";"FR7210031";"Courant d'Huchet";"A";29/2/1988 00:00:00;25/9/2017 00:00:00;;28/2/1988 00:00:00;;;;;29/2/1988 00:00:00;8/1/2019 00:00:00;681,00;;-1,38;43,88;"47";"13";"19";"72";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Données issues de la base ORZPS de la LPO, complétées par les gestionnaires de la RNN courant d’Huchet (P. Lesclaux et F. Faure).



Saisie de ""l'ancienne"" superficie du site dans l’attente que le nouveau périmètre puisse être transmis lorsque le processu";15/5/2019 00:00:00
"7421";"FR7210063";"Domaine d'Orx";"A";28/2/1990 00:00:00;25/9/2017 00:00:00;;28/2/1990 00:00:00;;;;;28/2/1990 00:00:00;8/1/2019 00:00:00;751,00;;-1,39;43,60;"7";"1";"5";"72";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Données issues de la base ORZPS de la LPO, complétées par le garde Naturaliste de la RNN des marais d'Orx (F. Lagarde).



Saisie de ""l'ancienne"" superficie du site dans l’attente que le nouveau périmètre puisse être transmis lorsque le processus de consu";15/5/2019 00:00:00
"7422";"FR7210065";"Marais du Nord Médoc";"A";30/6/1991 00:00:00;25/9/2017 00:00:00;;30/4/2006 00:00:00;;;;;26/10/2004 00:00:00;8/1/2019 00:00:00;23942,00;;-1,00;45,43;"61";"0";"15";"72";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Données issues de la base ORZPS de la LPO, complétées en s'appuyant sur le FSD initial transmis par l'animatrice.

En l'absence d'informations (pas d'évaluation du site pour une espèce dans la base ORZPS) les champs manquants sont codifiés par défaut en C";15/5/2019 00:00:00
"7423";"FR7210077";"Barthes de l'Adour";"A";31/12/2004 00:00:00;16/10/2017 00:00:00;;30/4/2006 00:00:00;;;;;12/4/2006 00:00:00;8/1/2019 00:00:00;15617,00;;-1,29;43,52;"110";"2";;"72";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Données issues de la base ORZPS de la LPO, complétées par l'animateur du site (FDC40).

En l'absence d'évaluation de l'état de conservation du site pour l'espèce, les champs correspondant ont été arbitrairement (et en accord avec l'animateur) renseignés e";18/9/2022 00:00:00
"7424";"FR7210078";"Champ de tir du Poteau";"A";30/6/1991 00:00:00;1/8/2017 00:00:00;;30/6/1991 00:00:00;;;;;30/6/1991 00:00:00;29/3/2019 00:00:00;12823,00;;-0,36;44,21;"126";"103";"115";"72";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038370678";;"MàJ suite à intégration données ORZPS (LPO) et retour animateur (G. Granereau)";18/9/2022 00:00:00
"7425";"FR7210087";"Hautes vallées d'Aspe et d'Ossau";"A";31/1/1992 00:00:00;3/10/2017 00:00:00;;30/4/2006 00:00:00;;;;;31/1/1992 00:00:00;8/1/2019 00:00:00;49106,00;;-0,52;42,89;"2670";"500";;"72";;"false";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Données issues de la base ORZPS de la LPO ; en l’absence de Docob et d’animateur sur le site, les champs manquant (évaluation du site pour l’espèce) ont été codifiés par défaut en C.";18/9/2022 00:00:00
"7426";"FR7210089";"Pènes du Moulle de Jaout";"A";31/1/1992 00:00:00;3/10/2017 00:00:00;;30/4/2006 00:00:00;;;;;31/1/1992 00:00:00;8/1/2019 00:00:00;4399,00;;-0,35;43,03;"1200";"500";"800";"72";;"false";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Données issues de la base ORZPS de la LPO ; en l’absence de Docob et d’animateur sur le site, les champs manquant (évaluation du site pour l’espèce) ont été codifiés par défaut en C.";18/9/2022 00:00:00
"7427";"FR7212001";"Site d'Arjuzanx";"A";31/3/2001 00:00:00;27/9/2017 00:00:00;;30/3/2003 00:00:00;;;;;18/10/2002 00:00:00;8/1/2019 00:00:00;2123,00;;-0,86;43,98;"60";"40";"50";"72";;"true";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Données issues de la base ORZPS de la LPO, complétées par les gestionnaires de la RNN d'Arjuzanx (Xavier Chauby, De Castro Ludivine et sophie Laugareil).

En l'absence d'évaluation de l'état de conservation du site pour l'espèce, les champs correspondant ";18/9/2022 00:00:00
"7428";"FR7212002";"Rochers de Biarritz : le Bouccalot et la Roche ronde";"A";31/12/2004 00:00:00;1/8/2017 00:00:00;;30/4/2006 00:00:00;;;;;6/4/2006 00:00:00;29/3/2019 00:00:00;244,00;"80";-1,56;43,49;"20";"0";;"72";;"false";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038370678";;"Mise à jour suite à validation DOCOB, juin 2016



Saisie de ""l'ancienne"" superficie du site dans l’attente que le nouveau périmètre puisse être transmis lorsque le processus de consultation sera achevé.";15/5/2019 00:00:00
"7429";"FR7212003";"Haute Soule: massif forestier, gorges d'Holzarté et d'Olhadubi";"A";31/12/2004 00:00:00;3/10/2017 00:00:00;;30/4/2006 00:00:00;;;;;6/4/2006 00:00:00;8/1/2019 00:00:00;2607,00;;-0,93;42,98;"1450";"950";;"72";;"false";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Données issues de la base ORZPS de la LPO ; en l’absence de Docob et d’animateur sur le site, les champs manquant (évaluation du site pour l’espèce) ont été codifiés par défaut en C.";15/5/2019 00:00:00
"7430";"FR7212004";"Haute Soule : forêt des Arbailles";"A";31/12/2004 00:00:00;3/10/2017 00:00:00;;30/4/2006 00:00:00;;;;;24/3/2006 00:00:00;8/1/2019 00:00:00;7114,00;;-0,99;43,13;"1220";"600";;"72";;"false";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Données issues de la base ORZPS de la LPO ; en l’absence de Docob et d’animateur sur le site, les champs manquant (évaluation du site pour l’espèce) ont été codifiés par défaut en C.";18/9/2022 00:00:00
"7431";"FR7212005";"Haute Soule : forêt d'Iraty, Orgambidexka et Pic des Escaliers";"A";31/12/2004 00:00:00;3/10/2017 00:00:00;;30/4/2006 00:00:00;;;;;24/3/2006 00:00:00;8/1/2019 00:00:00;5584,00;;-1,05;43,03;"1440";"530";;"72";;"false";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Données issues de la base ORZPS de la LPO ; en l’absence de Docob et d’animateur sur le site, les champs manquant (évaluation du site pour l’espèce) ont été codifiés par défaut en C.";18/9/2022 00:00:00
"7432";"FR7212007";"Eth Thuron des Aureys";"A";31/12/2004 00:00:00;3/10/2017 00:00:00;;30/4/2006 00:00:00;;;;;24/3/2006 00:00:00;8/1/2019 00:00:00;2182,00;;-0,63;43,05;"1200";"300";"800";"72";;"false";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Données issues de la base ORZPS de la LPO ; en l’absence de Docob et d’animateur sur le site, les champs manquant (évaluation du site pour l’espèce) ont été codifiés par défaut en C.";15/5/2019 00:00:00
"7433";"FR7212008";"Haute Soule : massif de la Pierre Saint-Martin";"A";31/12/2004 00:00:00;9/10/2017 00:00:00;;30/3/2006 00:00:00;;;;;7/3/2006 00:00:00;8/1/2019 00:00:00;18312,00;;-0,75;43,02;"2050";"550";;"72";;"false";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Données issues de la base ORZPS de la LPO ; en l’absence de Docob et d’animateur sur le site, les champs manquant (évaluation du site pour l’espèce) ont été codifiés par défaut en C.





Saisie de ""l'ancienne"" superficie du site dans l’attente que le nou";18/9/2022 00:00:00
"7434";"FR7212009";"Pics de l'Estibet et de Mondragon";"A";31/12/2004 00:00:00;9/10/2017 00:00:00;;30/4/2006 00:00:00;;;;;6/4/2006 00:00:00;8/1/2019 00:00:00;4648,00;;-0,24;43,05;"1850";"350";"1000";"72";;"false";"https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000038021087";;"Données issues de la base ORZPS de la LPO ; en l’absence de Docob et d’animateur sur le site, les champs manquant (évaluation du site pour l’espèce) ont été codifiés par défaut en C.



Saisie de ""l'ancienne"" superficie du site dans l’attente que le nouve";18/9/2022 00:00:00
