"PK_HABIT1_DECL";"FPK_NATURA";"SITECODE";"FPK_HABIT1";"CODE";"LB_HAB_FR";"COVER";"AREA";"CONSERVE";"CONSERVE_METHODE";"COMMENTAIRE"
"36007";"7874";"FR8201756";"10563";"7110-1";"Végétation des tourbières hautes actives";"3,56";"219";"A";;
"36008";"7874";"FR8201756";"10556";"4030-13";"Landes acidiphiles montagnardes du Massif central";"14,71";"904,52";"A";;
"36009";"7874";"FR8201756";"10567";"8110-5";"Éboulis siliceux montagnards à subalpins frais, des Alpes, du Massif central et des Vosges";"0,25";"15,23";"A";;
"36010";"7875";"FR8201777";"16423";"6410-3";"Prés humides oligotrophiques sur sols paratourbeux basiques, submontagnards à montagnards continentaux";"1,83";"18";"C";"Evaluation à dire d'expert";
"36011";"7875";"FR8201777";"9905";"6520-4";"Prairies fauchées montagnardes et subalpines des Alpes et du Jura";"17,5";"172,03";"B";"Evaluation à dire d'expert";
"36012";"7875";"FR8201777";"16425";"7230-1";"Végétation des bas-marais neutro-alcalins";"2,44";"24";"C";"Evaluation à dire d'expert";
"36013";"7875";"FR8201777";"18877";"8230-1";"Pelouses pionnières montagnardes à subalpines des dalles siliceuses des Alpes et des Vosges";"0,1";"1";"B";"Evaluation à dire d'expert";
"36014";"7875";"FR8201777";"18876";"8220-12";"Falaises siliceuses collinéennes à subalpines des Ardennes, Vosges, Jura et Alpes du Nord";"0,2";"2";"B";"Evaluation à dire d'expert";
"36015";"7875";"FR8201777";"16421";"6210-16";"Pelouses calcicoles mésophiles du Sud-Est";"10,77";"105,87";"C";"Evaluation à dire d'expert";
"36016";"7875";"FR8201777";"16421";"6210-4";"Pelouses des vallées internes ouest-alpines à climat continental de la Maurienne et de la Tarentaise";"11";"108,13";"A";"Evaluation à dire d'expert";
"36017";"7875";"FR8201777";"18878";"7220-1";"Communautés des sources et suintements carbonatés";"0,2";"2";"B";"Evaluation à dire d'expert";
"36019";"7957";"FR7200685";"16392";"91F0-3";"Chênaies-ormaies à Frêne oxyphylle";"1,16";"11";"B";;
"36020";"7957";"FR7200685";"8424";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"1,03";"9,72";"B";;
"36021";"7957";"FR7200685";"8424";"6430-4";"Mégaphorbiaies eutrophes des eaux douces";"7,84";"74,09";"B";;
"36022";"7957";"FR7200685";"8424";"6430-6";"Végétations des lisières forestières nitrophiles, hygroclines, héliophiles à semi-héliophiles";"0,02";"0,2";"B";;
"36023";"7957";"FR7200685";"16386";"3110-1";"Eaux stagnantes à végétation vivace oligotrophique planitiaire à collinéenne des régions atlantiques, des Littorelletea uniflorae";"0";"0,03";"C";;
"36024";"7957";"FR7200685";"16387";"3150-2";"Plans d’eau eutrophes avec dominance de macrophytes libres submergés";"0";"0,03";"C";;
"36025";"7957";"FR7200685";"16387";"3150-4";"Rivières, canaux et fossés eutrophes des marais naturels";"0,01";"0,12";"C";;
"36026";"7957";"FR7200685";"16388";"3270-1";"Bidention des rivières et Chenopodion rubri (hors Loire)";"0,23";"2,22";"C";;
"36027";"7957";"FR7200685";"16389";"6230-5";"Pelouses acidiphiles thermo-atlantiques";"0,04";"0,36";"C";;
"36028";"7957";"FR7200685";"8426";"91E0-1";"Saulaies arborescentes à Saule blanc";"4,97";"47";"B";;
"36029";"7957";"FR7200685";"8426";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"11,75";"111";"B";;
"36030";"7960";"FR7200739";"13517";"3150-1";"Plans d’eau eutrophes avec végétation enracinée avec ou sans feuilles flottantes";"1,5";"2,68";"B";;
"36031";"7960";"FR7200739";"13517";"3150-2";"Plans d’eau eutrophes avec dominance de macrophytes libres submergés";"0,13";"0,24";"B";;
"36032";"7960";"FR7200739";"13511";"4020-1";"Landes humides atlantiques tempérées à Bruyère ciliée et Bruyère à quatre angles";"0,84";"1,5";"C";;
"36033";"7960";"FR7200739";"13512";"4030-7";"Landes atlantiques subsèches";"0,97";"1,74";"B";;
"36034";"7960";"FR7200739";"13516";"9180-2";"Frênaies de ravins hyperatlantiques à Scolopendre";"0,08";"0,14";"B";;
"36035";"7960";"FR7200739";"7768";"8310-1";"Grottes à chauves-souris";"0";"0";"B";;
"36036";"7960";"FR7200739";"13514";"9190-1";"Chênaies pédonculées à Molinie bleue";"5,31";"9,51";"C";;
"36037";"7960";"FR7200739";"13513";"9230-3";"Chênaies mélangées du massif landais";"34,51";"61,78";"B";;
"36038";"7970";"FR9101352";"15846";"5120-1";"Landes à genêt purgatif du Massif central";"1,07";"272,25";"B";;
"36039";"7970";"FR9101352";"15841";"8220-14";"Falaises siliceuses des Cévennes";"0";"1";;;
"36040";"7970";"FR9101352";"15842";"8150-1";"Éboulis siliceux, collinéens à montagnards, des régions atlantiques et sub-continentales";"0";"1";;;
"36041";"7970";"FR9101352";"15845";"4030-13";"Landes acidiphiles montagnardes du Massif central";"1,86";"473,76";"B";;
"36042";"7970";"FR9101352";"15839";"6520-1";"Prairies fauchées montagnardes et subalpines du massif central";"10,29";"2622,5";"B";;
"36043";"7970";"FR9101352";"15838";"6230-4";"Pelouses acidiclines montagnardes du Massif central";"56,09";"14288";"A";;
"36044";"7970";"FR9101352";"15840";"8230-2";"Pelouses pionnières montagnardes à subalpines des dalles siliceuses du Massif central";"0,48";"121,52";"A";;
"36045";"7970";"FR9101352";"15843";"9120-4";"Hêtraies-sapinières acidiphiles à Houx et Luzule des neiges";"5,32";"1356,4";"B";;
"36227";"8141";"FR2300150";"18601";"8310-4";"Rivières souterraines, zones noyées, nappes phréatiques";"0";"0";;;
"36228";"8145";"FR2500077";"14735";"9160-3";"Chênaies pédonculées neutroacidiclines à méso-acidiphiles";"0,08";"33";;;
"36229";"8145";"FR2500077";"14736";"9190-1";"Chênaies pédonculées à Molinie bleue";"0";"0,01";;;
"36230";"8145";"FR2500077";"5543";"1170-9";"Les champs de blocs (façade atlantique)";"0";"0,01";"B";;
"36231";"8145";"FR2500077";"5540";"1110-2";"Sables moyens dunaires (façade atlantique)";"5,4";"2132";"C";;
"36232";"8145";"FR2500077";"5540";"1110-4";"Sables mal triés (façade atlantique)";"19,32";"7628";"C";;
"36233";"8145";"FR2500077";"5543";"1170-1";"La roche supralittorale (façade atlantique)";"0";"0";"B";;
"36234";"8145";"FR2500077";"5546";"1230-5";"Pelouses hygrophiles des bas de falaise";"0";"0,01";"B";;
"36235";"8145";"FR2500077";"5546";"1230-1";"Végétation des fissures des rochers eu-atlantiques à nord-atlantiques";"0";"0,01";"B";;
"36236";"8145";"FR2500077";"5546";"1230-3";"Pelouses aérohalines sur falaises cristallines et marno-calcaires";"0";"0,01";"B";;
"36237";"8145";"FR2500077";"5547";"1310-1";"Salicorniaies des bas niveaux (haute slikke atlantique)";"0,42";"164";"B";;
"36238";"8145";"FR2500077";"5547";"1310-2";"Salicorniaies des hauts niveaux (schorre atlantique)";"0,05";"20";"B";;
"36239";"8145";"FR2500077";"5547";"1310-4";"Pelouses rases à petites annuelles subhalophiles";"0,01";"4";"B";;
"36240";"8145";"FR2500077";"5542";"1330-4";"Prés salés du contact haut schorre/dune";"0,03";"10";"B";;
"36241";"8145";"FR2500077";"5542";"1330-5";"Prairies hautes des niveaux supérieurs atteints par la marée";"1,86";"736";"B";;
"36242";"8145";"FR2500077";"5548";"2110-1";"Dunes mobiles embryonnaires atlantiques";"0,01";"2,67";"B";;
"36243";"8145";"FR2500077";"5553";"3150-3";"Plans d’eau eutrophes avec dominance de macrophytes libres flottant à la surface de l'eau";"0";"0,01";"B";;
"36244";"8145";"FR2500077";"5553";"3150-4";"Rivières, canaux et fossés eutrophes des marais naturels";"0";"0,01";"B";;
"36245";"8145";"FR2500077";"5540";"1110-1";"Sables fins propres et légèrement envasés, herbiers à Zostera marina (façade atlantique)";"0,01";"3";"C";;
"36246";"8145";"FR2500077";"5552";"2190-1";"Mares dunaires";"0";"0,01";"B";;
"36247";"8145";"FR2500077";"5552";"2190-5";"Roselières et cariçaies dunaires";"0";"0,01";"B";;
"36248";"8145";"FR2500077";"5541";"1140-2";"Galets et cailloutis des hauts de plages à Orchestia (façade atlantique)";"0";"0,01";"B";;
"36249";"8145";"FR2500077";"5541";"1140-3";"Estrans de sable fin (façade atlantique)";"52,57";"20756";"B";;
"36250";"8145";"FR2500077";"14726";"1150-1";"Lagunes en mer à marées (façade atlantique)";"0,01";"3,87";;;
"36251";"8145";"FR2500077";"5543";"1170-4";"Les récifs d’Hermelles (façade atlantique)";"0,64";"252";"B";;
"36252";"8145";"FR2500077";"5545";"1210-1";"Laisses de mer sur substrat sableux à vaseux des côtes Manche-Atlantique et mer du Nord";"0";"0,85";"B";;
"36253";"8145";"FR2500077";"5545";"1210-2";"Laisses de mer sur cordons de galets et de graviers des côtes Manche-Atlantique et mer du Nord";"0";"0,94";"B";;
"36254";"8145";"FR2500077";"5546";"1230-6";"Pelouses rases sur dalles et affleurements rocheux des contacts pelouses aérohalines-landes";"0";"0,01";"B";;
"36255";"8145";"FR2500077";"5542";"1330-3";"Prés salés du haut schorre";"4,43";"1750";"B";;
"36256";"8145";"FR2500077";"5542";"1330-2";"Prés salés du schorre moyen";"2,11";"835";"B";;
"36257";"8145";"FR2500077";"5549";"2120-1";"Dunes mobiles à Ammophila arenaria subsp. arenaria des côtes atlantiques";"0,04";"17";"B";;
"36258";"8145";"FR2500077";"5550";"2130-1";"Dunes grises de la mer du Nord et de la Manche";"0";"0,01";"B";;
"36259";"8145";"FR2500077";"5550";"2130-2";"Dunes grises des côtes atlantiques";"0";"0,01";"B";;
"36260";"8145";"FR2500077";"5540";"1110-3";"Sables grossiers et graviers, bancs de maerl (façade atlantique)";"10,44";"4122";"C";;
"36261";"8145";"FR2500077";"5542";"1330-1";"Prés salés du bas schorre";"1,3";"515";"B";;
"36262";"8145";"FR2500077";"5555";"91E0-11";"Aulnaies à hautes herbes";"0,01";"3,2";"B";;
"36263";"8145";"FR2500077";"14730";"4010-1";"Landes humides atlantiques septentrionales à Bruyère à quatre angles";"0";"0";;;
"36264";"8145";"FR2500077";"14734";"9120-2";"Hêtraies-chênaies collinéennes à Houx";"0";"0,01";;;
"36265";"8145";"FR2500077";"5541";"1140-1";"Sables des hauts de plage à Talitres (façade atlantique)";"0";"0";"B";;
"36266";"8145";"FR2500077";"5543";"1170-3";"La roche médiolittorale en mode exposé (façade atlantique)";"0";"0,01";"B";;
"36267";"8145";"FR2500077";"5543";"1170-8";"Les cuvettes ou mares permanentes (façade atlantique)";"0";"0,01";"B";;
"36268";"8145";"FR2500077";"14728";"1430-2";"Végétations halo-nitrophiles des colonies d’oiseaux marins, méditerranéennes et thermo-atlantiques";"0";"0,01";;;
"36269";"8145";"FR2500077";"14727";"1220-1";"Végétation des hauts de cordons de galets";"0";"0,01";;;
"36270";"8145";"FR2500077";"5554";"3260-3";"Rivières à Renoncules oligo-mésotrophes à méso-eutrophes, acides à neutres";"0";"0,01";"B";;
"36271";"8146";"FR2500080";"2947";"2130-1";"Dunes grises de la mer du Nord et de la Manche";"4,87";"164,39";"B";;
"36272";"8146";"FR2500080";"2947";"2130-3";"Pelouses vivaces calcicoles arrière-dunaires";"3,19";"107,69";"B";;
"36273";"8146";"FR2500080";"14741";"2180-1";"Dunes boisées du littoral nord-atlantique";"0,04";"1,44";;;
"36274";"8146";"FR2500080";"2949";"2190-3";"Bas-marais dunaires";"0";"0,14";"B";;
"36275";"8146";"FR2500080";"2948";"2170-1";"Dunes à Saule des dunes";"0";"0,08";"A";;
"36276";"8146";"FR2500080";"2949";"2190-1";"Mares dunaires";"0";"0,07";"B";;
"36277";"8146";"FR2500080";"2951";"1210-1";"Laisses de mer sur substrat sableux à vaseux des côtes Manche-Atlantique et mer du Nord";"0,06";"1,91";"A";;
"36278";"8146";"FR2500080";"2945";"2110-1";"Dunes mobiles embryonnaires atlantiques";"0,32";"10,7";"B";;
"36279";"8146";"FR2500080";"2946";"2120-1";"Dunes mobiles à Ammophila arenaria subsp. arenaria des côtes atlantiques";"1,41";"47,5";"B";;
"36280";"8159";"FR2502015";"17866";"91D0-1.1";"Boulaies pubescentes tourbeuses de plaine";"0,02";"1";;;
"36281";"8159";"FR2502015";"17867";"6510-7";"Prairies fauchées collinéennes à submontagnardes eutrophiques";"0,38";"20";;;
"36282";"8159";"FR2502015";"17868";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0,1";"5";;;
"36283";"8162";"FR2600998";"3062";"6230-3";"Pelouses acidiclines subatlantiques sèches du Nord";"0";;"C";;
"36284";"8162";"FR2600998";"19117";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0,18";"0,69";;;
"36285";"8162";"FR2600998";"19121";"9130-5";"Hêtraies-chênaies à Aspérule odorante et Mélique uniflore";"0";"0";"B";;
"36286";"8162";"FR2600998";"3060";"7230-1";"Végétation des bas-marais neutro-alcalins";"0,02";"0,06";"B";;
"36287";"8162";"FR2600998";"19116";"3130-3";"Communautés annuelles mésotrophiques à eutrophiques, de bas-niveau topographique, planitiaires d'affinités continentales, des Isoeto-Juncetea";"0,1";"0,36";"B";;
"36288";"8162";"FR2600998";"19121";"9130-8";"Hêtraies à Tilleul d’ubac sur sol carbonaté";"0";"0";"B";;
"36289";"8162";"FR2600998";"3063";"4030-10";"Landes acidiphiles subatlantiques sèches à subsèches";"0,19";"0,7";"B";;
"36290";"8162";"FR2600998";"19113";"6210-17";"Pelouses calcicoles acidiclines de l’Est";"0";"0";"B";;
"36291";"8162";"FR2600998";"19115";"9120-2";"Hêtraies-chênaies collinéennes à Houx";"21,93";"82,22";"B";;
"36292";"8162";"FR2600998";"19111";"3110-1";"Eaux stagnantes à végétation vivace oligotrophique planitiaire à collinéenne des régions atlantiques, des Littorelletea uniflorae";"0,58";"2,16";;;
"36293";"8162";"FR2600998";"19121";"9130-6";"Hêtraies-chênaies à Paturin de Chaix";"26,15";"98,08";"B";;
"36294";"8169";"FR4100167";"18284";"91E0-5";"Frênaies-érablaies des rivières à eaux vives sur calcaires";"0,13";"0,86";"B";;
"36295";"8174";"FR4100219";"6704";"1340-1";"Prés salés continentaux de bas niveau longuement inondés";"0,11";"5,89";"B";"Autre méthode (préciser)";
"36296";"8174";"FR4100219";"6705";"3150-1";"Plans d’eau eutrophes avec végétation enracinée avec ou sans feuilles flottantes";"0,09";"4,7";"B";"Autre méthode (préciser)";
"36297";"8174";"FR4100219";"6705";"3150-2";"Plans d’eau eutrophes avec dominance de macrophytes libres submergés";"0,01";"0,41";"B";"Autre méthode (préciser)";
"36298";"8174";"FR4100219";"6712";"6510-4";"Prairies fauchées collinéennes à submontagnardes, mésohygrophiles";"0,82";"43,4";"B";"Autre méthode (préciser)";"Régression importante depuis 2001 en raison de : 1- inclusion dans cet habitat des prairies mésohygrophiles dans l'étude de 2001 ; 2- intensification des pratiques agricoles (jusqu'au retournement des prairies)"
"36299";"8174";"FR4100219";"6710";"3130-3";"Communautés annuelles mésotrophiques à eutrophiques, de bas-niveau topographique, planitiaires d'affinités continentales, des Isoeto-Juncetea";"0,04";"1,95";"B";"Evaluation à dire d'expert";"Superficie difficilement déterminable car fonction des assecs : importantes variations d'une étude à l'autre"
"36300";"8174";"FR4100219";"6711";"91D0-1.1";"Boulaies pubescentes tourbeuses de plaine";"0,02";"1";"A";"Evaluation à dire d'expert";
"36301";"8174";"FR4100219";"6709";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"1,13";"60,09";"A";"Autre méthode (préciser)";
"36302";"8174";"FR4100219";"6709";"91E0-11";"Aulnaies à hautes herbes";"0,04";"2,24";"A";"Autre méthode (préciser)";
"36303";"8174";"FR4100219";"6708";"9160-2";"Chênaies pédonculées neutrophiles à Primevère élevée";"15";"796";"B";"Autre méthode (préciser)";
"36304";"8174";"FR4100219";"16566";"9130-5";"Hêtraies-chênaies à Aspérule odorante et Mélique uniflore";"36,47";"1936";"B";"Autre méthode (préciser)";
"36305";"8191";"FR5200624";"12882";"7230-1";"Végétation des bas-marais neutro-alcalins";"0";"0,03";"B";;
"36306";"8191";"FR5200624";"19256";"3270-1";"Bidention des rivières et Chenopodion rubri (hors Loire)";"6,92";"177,1";"C";;
"36307";"8191";"FR5200624";"19261";"4010-1";"Landes humides atlantiques septentrionales à Bruyère à quatre angles";"0";"0,02";"C";;
"36308";"8191";"FR5200624";"7019";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0,62";"16";"B";;
"36309";"8191";"FR5200624";"7013";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"0";;"B";;
"36310";"8191";"FR5200624";"7017";"3150-3";"Plans d’eau eutrophes avec dominance de macrophytes libres flottant à la surface de l'eau";"0";"0";"C";;
"36311";"8191";"FR5200624";"7013";"6430-4";"Mégaphorbiaies eutrophes des eaux douces";"0";;"B";;
"36312";"8191";"FR5200624";"7011";"7140-1";"Tourbières de transition et tremblants";"0,01";"0,2";"C";;
"36313";"8191";"FR5200624";"19269";"9230-1";"Chênaies pionnières à Chêne tauzin et Asphodèle blanche du centre-ouest et du sud-ouest";"0,05";"1,2";"C";;
"36314";"8191";"FR5200624";"19263";"6510-3";"Prairies fauchées mésophiles à méso-xérophiles thermo-atlantiques";"0";;"B";;
"36315";"8191";"FR5200624";"7012";"7150-1";"Dépressions sur substrats tourbeux du Rhynchosporion";"0,01";"0,3";"B";;
"36316";"8191";"FR5200624";"7017";"3150-1";"Plans d’eau eutrophes avec végétation enracinée avec ou sans feuilles flottantes";"0";;"C";;
"36317";"8191";"FR5200624";"7014";"7210-1";"Végétations à Marisque";"0,07";"1,7";"B";;
"36318";"8191";"FR5200624";"7008";"3110-1";"Eaux stagnantes à végétation vivace oligotrophique planitiaire à collinéenne des régions atlantiques, des Littorelletea uniflorae";"0,08";"2,1";"C";;
"36319";"8191";"FR5200624";"7009";"7110-1";"Végétation des tourbières hautes actives";"0,02";"0,4";"B";;
"36320";"8191";"FR5200624";"7010";"7120-1";"Végétation dégradée des tourbières hautes actives, susceptible de restauration";"0,09";"2,2";"B";;
"36321";"8191";"FR5200624";"7015";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"0";;"B";;
"36322";"8191";"FR5200624";"19262";"4020-1";"Landes humides atlantiques tempérées à Bruyère ciliée et Bruyère à quatre angles";"0,01";"0,2";"C";;
"36323";"8191";"FR5200624";"7016";"3130-4";"Communautés annuelles oligotrophiques à mésotrophiques, de bas-niveau topographique, planitiaires, d'affinités atlantiques, des Isoeto-Juncetea";"0";"0,1";"C";;
"36324";"8191";"FR5200624";"19263";"6510-7";"Prairies fauchées collinéennes à submontagnardes eutrophiques";"0";;"B";;
"36325";"8191";"FR5200624";"7015";"91E0-11";"Aulnaies à hautes herbes";"0";;"B";;
"36326";"8209";"FR5200657";"6021";"2130-4";"Ourlets thermophiles dunaires";"0";"0";"B";;"Association : Galio littoralis - Brachypodietum rupestris (Géhu & Franck 1984) corr. Bioret 2008. Dans le secteur de la pointe du Payré. (état de conservation des individus est bon, cependant il s’agit de groupements à très faible extension à l’échelle du"
"36327";"8209";"FR5200657";"19387";"9180-1";"Ormaies-frênaies de ravin, atlantiques à gouet d’Italie";"0";"0,1";"B";;"Association : Aro neglecti - Ulmetum minoris Géhu & Géhu-Franck 1985  (Les individus observés sont en bon état de conservation, cependant ce groupement est très rare sur le site)."
"36328";"8209";"FR5200657";"6023";"2180-2";"Dunes boisées littorales thermo-atlantiques à Chêne vert";"0";;;;
"36329";"8209";"FR5200657";"6020";"2120-1";"Dunes mobiles à Ammophila arenaria subsp. arenaria des côtes atlantiques";"0,15";"3";"B";;"Association 1 : Euphorbio paraliae - Ammophiletum arenariae Tüxen in Braun - Blanquet & Tüxen 1952 (L’état de conservation est bon malgré des dégradations liées au piétinement).  ///   Sous-alliance 2 : Euphorbio paraliae -

Festucenion arenariae Géhu (19"
"36330";"8209";"FR5200657";"19390";"6430-6";"Végétations des lisières forestières nitrophiles, hygroclines, héliophiles à semi-héliophiles";"0";;"C";;"Association : Sambucetum ebuli

Felföldy 1942 (L’état de conservation est moyen, il s’agit d’un habitat dégradé par l’eutrophisation du milieu)."
"36331";"8209";"FR5200657";"13461";"1170-4";"Les récifs d’Hermelles (façade atlantique)";"0";;;;"L’évaluation fine de l’état de conservation des massifs d’Hermelles nécessite la mise en place de protocoles pointus

définis par l’IFREMER. De tels protocoles n’ont pas été mis en place sur la zone d’étude, cependant on peut retenir que

différents faciè"
"36332";"8209";"FR5200657";"19388";"2170-1";"Dunes à Saule des dunes";"0";"0,03";"C";;"Association : Rubio peregrinae - Salicetum arenariae Géhu & Géhu-Franck 1975 (L’état de conservation est moyen)."
"36333";"8209";"FR5200657";"6013";"1210-2";"Laisses de mer sur cordons de galets et de graviers des côtes Manche-Atlantique et mer du Nord";"0";"0,01";"C";;"Alliance : Atriplicion littoralis Nordhagen 1940 (L’état de conservation est moyen car cet habitat est très peu étendu, par ailleurs il est présent dans une zone très

fréquentée, ce qui le rend vulnérable, enfin, la typicité floristique n’est pas optimal"
"36334";"8209";"FR5200657";"6023";"2180-2";"Dunes boisées littorales thermo-atlantiques à Chêne vert";"0";;;;
"36335";"8209";"FR5200657";"6023";"2180-2";"Dunes boisées littorales thermo-atlantiques à Chêne vert";"0";;"C";;"Association 1 : Pino pinastri - Quercetum ilicis (des Abbayes 1954) Géhu 1969   [L’état de conservation est moyen, du fait : de la présence fréquente du Robinier faux acacia (Robinia pseudoacacia),

espèce exotique envahissante ; de la sélection forestièr"
"36336";"8209";"FR5200657";"19389";"3150-4";"Rivières, canaux et fossés eutrophes des marais naturels";"0";;"B";;"Association 1 : Potametum pectinati Carstensen ex Hilbig 1971 (Ce groupement est en bon état de conservation malgré sa faible extension sur le site)   ///  Association 2  : Lemnetum minoris So? 1927 (Ce groupement est en bon état de conservation)."
"36337";"8209";"FR5200657";"6014";"1230-5";"Pelouses hygrophiles des bas de falaise";"0";"0";"C";;"Alliance 1: Hydrocotylo vulgaris - Schoenion

nigricantis B. Foucault 2008 (Observé au niveau du Gouffre de l’Enfer. L’état de conservation est moyen car faible extension du groupement + forte érosion générale du secteur dans lequel il se développe, cela "
"36338";"8209";"FR5200657";"19393";"2110-1";"Dunes mobiles embryonnaires atlantiques";"0";"0,06";"B";;"Association : Euphorbio paraliae - Agropyretum junceiformis Tüxen 1945 in Braun-Blanquet & Tüxen 1952 corr. Darimont, Duvigneaud & Lamb. 1962   ( L’état de conservation est bon, cependant ces groupements sont très sensibles au piétinement. Les conditions
"
"36339";"8209";"FR5200657";"6018";"1410-3";"Prairies subhalophiles thermo-atlantiques";"0";;"B";;"Prairie littorale inondable à Jonc de Gérard : bon état de conservation;



Prairie humide subhalophile surpiétinée : milieu de nature dégradée;



Prairies pâturée inondable subhalophile à Laiche divisée : bon état de conservation"
"36340";"8209";"FR5200657";"6019";"1420-1";"Fourrés halophiles thermo-atlantiques";"2,19";"44,1";"B";;"Association phytosociologique 1 : Agropyro pungentis -

Suaedetum verae Géhu 1976    ; 

Association 2 : Puccinellio maritimae -

Salicornietum fruticosae (Arènes 1933)

Géhu (1975) 1976"
"36341";"8209";"FR5200657";"6021";"2130-5";"Pelouses rases annuelles arrière-dunaires";"0";"0";"B";;"Association : Vulpio ciliatae ambiguae - Airetum praecocis Géhu & B. Foucault 1978 ex B. Foucault 1999 (Se développe en position arrière-dunaire sur un substrat sablo-organique. Les individus d’association observés ne présentent pas de dégradation, cepend"
"36342";"8209";"FR5200657";"6014";"1230-2";"Végétation des fissures des rochers thermo-atlantiques";;"0";"C";;"Association 1 : Association : Crithmo maritimi -

Limonietum ovalifolii (Kuhnholtz-Lordat 1926) Lahondère, Bioret & Botineau 1991 (L’état de conservation est bon, cependant, ce groupement est vulnérable au piétinement et à l’érosion des falaises.) /// Ass"
"36343";"8209";"FR5200657";"6012";"1150-1";"Lagunes en mer à marées (façade atlantique)";"14";"281,3";"B";;"Alliance 1 : Ruppion maritimae Braun-Blanquet ex

Westhoff 1943 (Ce groupement est en bon état de conservation sur le site. Il pourrait être menacé par une gestion trop intensive des

lagunes).   ///   Association 2 : Zannichellietum obtusifoliae Brullo &"
"36344";"8209";"FR5200657";"6023";"2180-1";"Dunes boisées du littoral nord-atlantique";"0";"0";;;
"36345";"8209";"FR5200657";"19390";"6430-4";"Mégaphorbiaies eutrophes des eaux douces";"0";;"C";;"Association 1 : Urtico dioicae - Convolvuletum sepium

Görs & Th. Müller 1969 (L’état de conservation est moyen, il s’agit d’un habitat dégradé par l’eutrophisation du milieu).    ///         Association 2 : Urtico dioicae - Phalaridetum arundinaceae Schm"
"36346";"8209";"FR5200657";"6014";"1230-1";"Végétation des fissures des rochers eu-atlantiques à nord-atlantiques";"0";"0";"B";;"Association : Armerio maritimae -

Plantaginetum coronopodis (Vanden

Berghen 1965) Bioret & Géhu 2008 = très fréquent en haut de falaise sur l’ensemble du site. L’état de conservation est bon, cependant il s’agit d’un habitat banal de substitution aux pe"
"36347";"8209";"FR5200657";"6014";"1230-5";"Pelouses hygrophiles des bas de falaise";"0";"0";"C";;"Alliance 1: Hydrocotylo vulgaris - Schoenion

nigricantis B. Foucault 2008 (Observé au niveau du Gouffre de l’Enfer. L’état de conservation est moyen car faible extension du groupement + forte érosion générale du secteur dans lequel il se développe, cela "
"36348";"8209";"FR5200657";"19396";"6510-5";"Prairies fauchées collinéennes à submontagnardes, mésophiles, mésotrophiques";"0,75";"15,1";"B";;"Alliance : Arrhenatherion elatioris Koch 1926 (L’état de conservation est bon, cependant ce groupement est très peu étendu)."
"36349";"8209";"FR5200657";"6017";"1330-1";"Prés salés du bas schorre";"0";;"B";;"Association phytosociologiques 1 : Puccinellio maritimae -

Salicornietum perennis (Arènes 1933)

Géhu 1976     ;                   

Association 2 : Puccinellietum maritimae

Christiansen 1927"
"36350";"8209";"FR5200657";"6017";"1330-2";"Prés salés du schorre moyen";"0";;"B";;"Association phytosociologique: Halimionetum portulacoidis

Kuhnholtz-Lordat 1927"
"36351";"8209";"FR5200657";"6017";"1330-3";"Prés salés du haut schorre";"0";;"B";;"Association phytosocio 1: Limonietum lychnidifolio -

dodartii Géhu & Géhu-Franck 1975     ///    Association 2 : Artemisietum maritimae

Hocquette 1927  /// Alliance 3 : Glauco maritimae - Juncion maritimi

Géhu & Géhu-Franck ex Géhu in Bardat et al. 200"
"36352";"8209";"FR5200657";"6014";"1230-3";"Pelouses aérohalines sur falaises cristallines et marno-calcaires";"0";;"C";;"Sous-alliance 1: Crithmo maritimi - Limoni (L’état de conservation est moyen compte tenu de la rareté du groupement et de sa vulnérabilité à l’érosion). /// Association 2: Armerio maritimae - Juncetum gerardii Bioret, Demartini, Géhu

& Glémarec 2013 (Déc"
"36353";"8209";"FR5200657";"6015";"1310-1";"Salicorniaies des bas niveaux (haute slikke atlantique)";;"0";"B";;"Alliance : Salicornion dolichostachyo - fragilis Géhu & Rivas-Martínez ex Géhu in Bardat et al. 2004"
"36354";"8209";"FR5200657";"6015";"1310-4";"Pelouses rases à petites annuelles subhalophiles";"0";"0";"B";;"Association : Oxybasio chenopodioidis - Crypsietum aculeatae Paradis & Lorenzoni

1994 (L’état de conservation est bon, en effet, bien que rare à l’échelle du site, les stations sont relativement étendues)."
"36355";"8209";"FR5200657";"6024";"2190-3";"Bas-marais dunaires";"0,08";"1,6";"C";;"Association 1 : Soncho maritimi - Schoenetum nigricantis (Lahondère 1979)

B. Foucault (1984) 2008  (L’état de conservation est moyen en raison de la faible extension du groupement et de la forte érosion générale du

secteur dans lequel il se développe, c"
