"PK_HABIT1";"FPK_NATURA";"SITECODE";"CD_UE";"LB_HABDH_FR";"COVER";"REPRESENT";"REL_SURF";"CONSERVE";"GLOBAL";"CAVES";"QUALITY";"AREA";"PF";"CONSERVE_TENDANCE";"CONSERVE_CRITERE_AUTRE";"CONSERVE_CRITERE_STRUCT_FONCT";"CONSERVE_CRITERE_SURFACE";"CONSERVE_METHODE";"INVENTAIRE_ANNEE_MIN";"INVENTAIRE_ANNEE";"INVENTAIRE_AUTEUR";"CD_HAB";"CONSERVE_METHODE_COMMENTAIRE"
"51054";"6936";"FR8201699";"9140";"Hêtraies subalpines médio-européennes à Acer et Rumex arifolius";"2,61";"B";"C";"A";"B";;"G";"236,5";"false";;"false";"false";"false";;"";"2014";"ASTERS";"2816";
"51055";"6936";"FR8201699";"9410";"Forêts acidophiles à Picea des étages montagnard à alpin (Vaccinio-Piceetea)";"14,17";"A";"B";"A";"A";;"G";"1284,5";"false";;"false";"false";"false";;"";"2014";"ASTERS";"2843";
"51056";"6936";"FR8201699";"9420";"Forêts alpines à Larix decidua et/ou Pinus cembra";"2,25";"A";"C";"A";"A";;"G";"203,6";"false";;"false";"false";"false";;"";"2014";"ASTERS";"2883";
"51057";"6936";"FR8201699";"7140";"Tourbières de transition et tremblantes";"0";"B";"C";"B";"B";;"G";"0,32";"false";;"false";"false";"false";;"";"2014";"ASTERS";"2823";
"51058";"6936";"FR8201699";"7230";"Tourbières basses alcalines";"4,24";"B";"C";"B";"B";;"G";"384";"false";;"false";"false";"false";;"2014";"2014";"ASTERS";"2874";
"51059";"6936";"FR8201699";"3220";"Rivières alpines avec végétation ripicole herbacée";"0,39";"B";"C";"A";"B";;"G";"35,17";"false";;"false";"false";"false";;"";"2014";"ASTERS";"2765";
"51060";"6936";"FR8201699";"9180";"Forêts de pentes, éboulis ou ravins du Tilio-Acerion";"1,04";"B";"C";"A";"B";;"G";"94,4";"true";;"false";"false";"false";;"";"2014";"ASTERS";"2819";
"51061";"6936";"FR8201699";"7110";"Tourbières hautes actives";"0,04";"B";"C";"B";"B";;"G";"3,54";"true";;"false";"false";"false";;"";"2014";"ASTERS";"2821";
"51062";"6936";"FR8201699";"7120";"Tourbières hautes dégradées encore susceptibles de régénération naturelle";"3,41";"B";"B";"B";"B";;"G";"308,7";"false";;"false";"false";"false";;"";"2014";"ASTERS";"2826";
"51063";"6937";"FR8201700";"4060";"Landes alpines et boréales";"2,36";"A";"C";"A";"A";;"P";"292,85";"false";;"false";"false";"false";;"";"";;"2696";
"51064";"6937";"FR8201700";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,13";"A";"C";"A";"A";;"P";"16,13";"false";;"false";"false";"false";;"";"";;"2835";
"51065";"6937";"FR8201700";"7230";"Tourbières basses alcalines";"0,14";"B";"C";"B";"B";;"P";"17,37";"false";;"false";"false";"false";;"";"";;"2874";
"51066";"6937";"FR8201700";"8310";"Grottes non exploitées par le tourisme";"0";"A";"C";"A";"A";"5";"P";"0";"false";;"false";"false";"false";;"";"";;"2789";
"51067";"6937";"FR8201700";"8340";"Glaciers permanents";"1,12";"A";"C";"C";"C";;"P";"138,98";"false";;"false";"false";"false";;"";"";;"2772";
"51068";"6937";"FR8201700";"9410";"Forêts acidophiles à Picea des étages montagnard à alpin (Vaccinio-Piceetea)";"9,88";"B";"C";"B";"B";;"P";"1226,01";"false";;"false";"false";"false";;"";"";;"2843";
"51069";"6937";"FR8201700";"8240";"Pavements calcaires";"5,16";"A";"B";"A";"A";;"P";"640,3";"true";;"false";"false";"false";;"";"";;"2864";
"51070";"6937";"FR8201700";"6170";"Pelouses calcaires alpines et subalpines";"32,71";"B";"B";"A";"A";;"P";"4058,98";"false";;"false";"false";"false";;"";"";;"2869";
"51071";"6937";"FR8201700";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"0,11";"B";"C";"C";"C";;"P";"13,65";"true";;"false";"false";"false";;"";"";;"2794";
"51072";"6937";"FR8201700";"9420";"Forêts alpines à Larix decidua et/ou Pinus cembra";"0";"D";;;;;"P";"0,1";"false";;"false";"false";"false";;"";"";;"2883";
"51073";"6937";"FR8201700";"6520";"Prairies de fauche de montagne";"0,95";"C";"C";"C";"C";;"P";"117,89";"false";;"false";"false";"false";;"";"";;"2840";
"51074";"6937";"FR8201700";"9150";"Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion";"0,1";"B";"C";"B";"B";;"P";"12,41";"false";;"false";"false";"false";;"";"";;"2815";
"51075";"6937";"FR8201700";"3130";"Eaux stagnantes, oligotrophes à mésotrophes avec végétation des Littorelletea uniflorae et/ou des Isoeto-Nanojuncetea";"0";"A";"C";"A";"A";;"G";"0,08";"false";;"false";"false";"false";;"";"";;"2756";
"51076";"6937";"FR8201700";"3220";"Rivières alpines avec végétation ripicole herbacée";"0,06";"A";"C";"A";"A";;"P";"7,45";"false";;"false";"false";"false";;"";"";;"2765";
"51078";"6937";"FR8201700";"6150";"Pelouses boréo-alpines siliceuses";"0";"D";;;;;"M";"0,01";"false";;"false";"false";"false";;"";"";;"2861";
"51080";"6937";"FR8201700";"8110";"Eboulis siliceux de l'étage montagnard à nival (Androsacetalia alpinae et Galeopsietalia ladani)";"0,25";"A";"C";"A";"B";;"P";"31,02";"false";;"false";"false";"false";;"";"";;"2781";
"51081";"6937";"FR8201700";"8120";"Eboulis calcaires et de schistes calcaires des étages montagnard à alpin (Thlaspietea rotundifolii)";"21,27";"A";"C";"A";"B";;"P";"2639,39";"false";;"false";"false";"false";;"";"";;"2782";
"51082";"6937";"FR8201700";"8160";"Eboulis médio-européens calcaires des étages collinéen à montagnard";"0,03";"C";"C";"B";"C";;"P";"3,72";"true";;"false";"false";"false";;"";"";;"2786";
"51083";"6937";"FR8201700";"3150";"Lacs eutrophes naturels avec végétation du Magnopotamion ou de l'Hydrocharition";"0";"D";;;;;"G";"0,01";"false";;"false";"false";"false";;"";"";;"2758";
"51085";"6937";"FR8201700";"9430";"Forêts montagnardes et subalpines à Pinus uncinata (* si sur substrat gypseux ou calcaire)";"0";"D";;;;;"P";"0,1";"false";;"false";"false";"false";;"";"";;"2845";
"51086";"6937";"FR8201700";"9110";"Hêtraies du Luzulo-Fagetum";"0,01";"D";;;;;"P";"1,24";"false";;"false";"false";"false";;"";"";;"2813";
"51087";"6937";"FR8201700";"9130";"Hêtraies de l'Asperulo-Fagetum";"5,28";"B";"C";"B";"B";;"P";"655,2";"false";;"false";"false";"false";;"";"";;"2814";
"51088";"6937";"FR8201700";"9140";"Hêtraies subalpines médio-européennes à Acer et Rumex arifolius";"0,1";"C";"C";"C";"C";;"P";"12,41";"false";;"false";"false";"false";;"";"";;"2816";
"51089";"6937";"FR8201700";"9180";"Forêts de pentes, éboulis ou ravins du Tilio-Acerion";"0,47";"B";"C";"B";"B";;"P";"58,32";"true";;"false";"false";"false";;"";"";;"2819";
"51092";"6937";"FR8201700";"7240";"Formations pionnières alpines du Caricion bicoloris-atrofuscae";"1,45";"C";"B";"B";"B";;"P";"179,93";"true";;"false";"false";"false";;"";"";;"2779";
"51093";"6937";"FR8201700";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"16,2";"A";"C";"A";"B";;"P";"2010,26";"false";;"false";"false";"false";;"";"";;"2876";
"51094";"6937";"FR8201700";"8220";"Pentes rocheuses siliceuses avec végétation chasmophytique";"0,31";"A";"C";"A";"B";;"P";"38,47";"false";;"false";"false";"false";;"";"";;"2787";
"51114";"6939";"FR8201703";"6170";"Pelouses calcaires alpines et subalpines";"19,53";"A";"C";"C";"B";;"G";"908";"false";;"false";"false";"false";;"";"";;"2869";
"51115";"6939";"FR8201703";"8120";"Eboulis calcaires et de schistes calcaires des étages montagnard à alpin (Thlaspietea rotundifolii)";"4,76";"A";"C";"A";"A";;"G";"221,8";"false";;"false";"false";"false";;"";"";;"2782";
"51116";"6939";"FR8201703";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"6,01";"A";"C";"A";"A";;"G";"279,8";"false";;"false";"false";"false";;"";"";;"2876";
"51117";"6939";"FR8201703";"8310";"Grottes non exploitées par le tourisme";"0";"D";;;;"5";"P";"0";"false";;"false";"false";"false";;"";"";;"2789";
"51118";"6939";"FR8201703";"9410";"Forêts acidophiles à Picea des étages montagnard à alpin (Vaccinio-Piceetea)";"0,56";"B";"C";"A";"B";;"G";"26,3";"false";;"false";"false";"false";;"";"";;"2843";
"51119";"6939";"FR8201703";"9430";"Forêts montagnardes et subalpines à Pinus uncinata (* si sur substrat gypseux ou calcaire)";"1,22";"B";"C";"A";"A";;"G";"56,6";"true";;"false";"false";"false";;"";"";;"2845";
"51120";"6939";"FR8201703";"4060";"Landes alpines et boréales";"0,61";"B";"C";"B";"B";;"G";"28,6";"false";;"false";"false";"false";;"";"";;"2696";
"51121";"6939";"FR8201703";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"0,86";"B";"C";"C";"C";;"G";"40,2";"false";;"false";"false";"false";;"";"";;"2842";
"51122";"6939";"FR8201703";"9130";"Hêtraies de l'Asperulo-Fagetum";"52,22";"A";"C";"A";"A";;"G";"2428";"false";;"false";"false";"false";;"";"";;"2814";
"51123";"6939";"FR8201703";"3240";"Rivières alpines avec végétation ripicole ligneuse à Salix elaeagnos";"0,03";"B";"C";"C";"C";;"G";"1,59";"false";;"false";"false";"false";;"";"";;"2766";
"51124";"6939";"FR8201703";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,36";"B";"C";"B";"B";;"G";"16,7";"false";;"false";"false";"false";;"";"";;"2835";
"51125";"6939";"FR8201703";"6520";"Prairies de fauche de montagne";"0,21";"B";"C";"C";"C";;"G";"9,7";"false";;"false";"false";"false";;"";"";;"2840";
"51127";"6939";"FR8201703";"7220";"Sources pétrifiantes avec formation de tuf (Cratoneurion)";"0,02";"B";"C";"B";"B";;"G";"0,96";"true";;"false";"false";"false";;"";"";;"2778";
"51129";"6939";"FR8201703";"8240";"Pavements calcaires";"0,04";"A";"C";"B";"B";;"G";"1,79";"true";;"false";"false";"false";;"";"";;"2864";
"51130";"6939";"FR8201703";"9180";"Forêts de pentes, éboulis ou ravins du Tilio-Acerion";"0,6";"B";"C";"B";"B";;"G";"27,8";"true";;"false";"false";"false";;"";"";;"2819";
"51131";"6939";"FR8201703";"6410";"Prairies à Molinia sur sols calcaires, tourbeux ou argilo-limoneux (Molinion caeruleae)";"0,2";"B";"C";"C";"C";;"G";"9,3";"false";;"false";"false";"false";;"";"";;"2833";
"51132";"6939";"FR8201703";"7230";"Tourbières basses alcalines";"0,02";"B";"C";"B";"B";;"G";"0,96";"false";;"false";"false";"false";;"";"";;"2874";
"51133";"6939";"FR8201703";"9150";"Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion";"0,55";"B";"C";"B";"B";;"G";"25,4";"false";;"false";"false";"false";;"";"";;"2815";
"51134";"6939";"FR8201703";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"0,48";"B";"C";"C";"C";;"G";"22,5";"true";;"false";"false";"false";;"";"";;"2797";
"51156";"6941";"FR8201709";"4060";"Landes alpines et boréales";"0,11";"A";"C";"A";"A";;"M";"1,63";"false";;"false";"false";"false";;"";"";;"2696";
"51157";"6941";"FR8201709";"6520";"Prairies de fauche de montagne";"50,26";"A";"C";"A";"A";;"M";"779,48";"false";;"false";"false";"false";;"";"";;"2840";
"51158";"6941";"FR8201709";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"0,01";"A";"C";"A";"A";;"M";"0,16";"false";;"false";"false";"false";;"";"";;"2876";
"51159";"6941";"FR8201709";"9410";"Forêts acidophiles à Picea des étages montagnard à alpin (Vaccinio-Piceetea)";"13,47";"A";"C";"A";"A";;"M";"208,98";"false";;"false";"false";"false";;"";"";;"2843";
"51160";"6941";"FR8201709";"6170";"Pelouses calcaires alpines et subalpines";"22,92";"A";"C";"A";"A";;"M";"355,48";"false";;"false";"false";"false";;"";"";;"2869";
"51161";"6941";"FR8201709";"7110";"Tourbières hautes actives";"0,06";"B";"C";"A";"B";;"M";"1";"true";;"false";"false";"false";;"";"";;"2821";
"51162";"6941";"FR8201709";"3140";"Eaux oligomésotrophes calcaires avec végétation benthique à Chara spp.";"0,19";"B";"C";"A";"B";;"M";"3";"false";;"false";"false";"false";;"";"";;"2757";
"51163";"6941";"FR8201709";"8120";"Eboulis calcaires et de schistes calcaires des étages montagnard à alpin (Thlaspietea rotundifolii)";"1,12";"A";"C";"A";"A";;"M";"17,3";"false";;"false";"false";"false";;"";"";;"2782";
"51164";"6941";"FR8201709";"8130";"Eboulis ouest-méditerranéens et thermophiles";"0,21";"B";"C";"B";"B";;"M";"3,2";"false";;"false";"false";"false";;"";"";;"2783";
"51165";"6941";"FR8201709";"7230";"Tourbières basses alcalines";"0,01";"B";"C";"B";"B";;"M";"0,2";"false";;"false";"false";"false";;"";"";;"2874";"Habitat très localisé. Surface non fiable, à préciser"
"51166";"6941";"FR8201709";"7140";"Tourbières de transition et tremblantes";"0,06";"A";"C";"A";"A";;"M";"1";"false";;"false";"false";"false";;"";"";;"2823";
"51168";"6941";"FR8201709";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,87";"A";"C";"A";"A";;"M";"13,44";"false";;"false";"false";"false";;"";"";;"2835";
"51170";"6941";"FR8201709";"9430";"Forêts montagnardes et subalpines à Pinus uncinata (* si sur substrat gypseux ou calcaire)";"0,19";"B";"C";"A";"B";;"M";"2,93";"true";;"false";"false";"false";;"";"";;"2845";
"51196";"6944";"FR8201762";"4030";"Landes sèches européennes";"6,29";"A";"C";"B";"B";;"G";"54,6";"false";;;;;;"";"";;"2872";
"51197";"6944";"FR8201762";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"1,29";"C";"C";"C";"C";;"G";"11,19";"false";;;;;;"";"";;"2842";
"51198";"6944";"FR8201762";"6410";"Prairies à Molinia sur sols calcaires, tourbeux ou argilo-limoneux (Molinion caeruleae)";"0,13";"C";"C";"C";"C";;"G";"1,17";"false";;;;;;"";"";;"2833";
"51199";"6944";"FR8201762";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0";"D";;;;;"G";"0,03";"false";;;;;;"";"";;"2835";
"51200";"6944";"FR8201762";"9130";"Hêtraies de l'Asperulo-Fagetum";"1,81";"B";"C";"B";"B";;"G";"15,71";"false";;;;;;"";"";;"2814";
"51201";"6944";"FR8201762";"9160";"Chênaies pédonculées ou chênaies-charmaies subatlantiques et médio-européennes du Carpinion betuli";"1";"B";"C";"B";"B";;"G";"8,69";"false";;;;;;"";"";;"2817";
"51202";"6944";"FR8201762";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"0,39";"B";"C";"B";"C";;"G";"3,38";"true";;;;;;"";"";;"2794";
"51203";"6944";"FR8201762";"5120";"Formations montagnardes à Cytisus purgans";"0,06";"D";;;;;"G";"0,53";"false";;;;;;"";"";;"2809";
"51204";"6944";"FR8201762";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"0,99";"C";"C";"B";"B";;"G";"8,56";"true";;;;;;"";"";;"2797";
"51205";"6944";"FR8201762";"9120";"Hêtraies acidophiles atlantiques à sous-bois à Ilex et parfois à Taxus (Quercion robori-petraeae ou Ilici-Fagenion)";"7,22";"A";"C";"B";"B";;"G";"62,69";"false";;;;;;"";"";;"2865";
"51206";"6944";"FR8201762";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"4,94";"A";"C";"A";"A";;"G";"42,9";"false";;;;;;"";"";;"2839";
"51208";"6944";"FR8201762";"6520";"Prairies de fauche de montagne";"2,58";"B";"C";"A";"A";;"G";"22,39";"false";;;;;;"";"";;"2840";
"51222";"6946";"FR8201768";"9410";"Forêts acidophiles à Picea des étages montagnard à alpin (Vaccinio-Piceetea)";"0,64";"D";;;;;"G";"6,6";"false";;;;;;"";"";;"2843";
"51223";"6946";"FR8201768";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"4";"C";"C";"C";"C";;"G";"41,4";"false";;;;;;"";"";;"2835";
"51224";"6946";"FR8201768";"9120";"Hêtraies acidophiles atlantiques à sous-bois à Ilex et parfois à Taxus (Quercion robori-petraeae ou Ilici-Fagenion)";"1,42";"C";"C";"C";"C";;"G";"14,7";"false";;;;;;"";"";;"2865";
"51225";"6946";"FR8201768";"91D0";"Tourbières boisées";"0,11";"D";;;;;"G";"1,12";"true";;;;;;"";"";;"2754";
"51226";"6946";"FR8201768";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"0,37";"D";;;;;"G";"3,87";"true";;"false";"false";"false";;"";"";;"2797";
"51227";"6946";"FR8201768";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"2,97";"B";"C";"C";"B";;"G";"30,8";"true";;;;;;"";"";;"2794";
"51228";"6946";"FR8201768";"6410";"Prairies à Molinia sur sols calcaires, tourbeux ou argilo-limoneux (Molinion caeruleae)";"0,31";"D";;;;;"G";"3,17";"false";;;;;;"";"";;"2833";
"51229";"6946";"FR8201768";"7120";"Tourbières hautes dégradées encore susceptibles de régénération naturelle";"0,12";"D";;;;;"M";"1,27";"false";;"false";"false";"false";;"";"";;"2826";
"51230";"6946";"FR8201768";"7110";"Tourbières hautes actives";"0,12";"D";;;;;"M";"1,27";"true";;"false";"false";"false";;"";"";;"2821";
"51231";"6947";"FR8201771";"3150";"Lacs eutrophes naturels avec végétation du Magnopotamion ou de l'Hydrocharition";"60";"A";"C";"B";"A";;"P";"4922,4";"false";;"false";"false";"false";;"";"2006";"Conservatoire du Patrimoine Naturel de la Savoie";"2758";
"51232";"6947";"FR8201771";"5110";"Formations stables xérothermophiles à Buxus sempervirens des pentes rocheuses (Berberidion p.p.)";"6";"A";"C";"A";"A";;"P";"492,24";"false";;"false";"false";"false";;"";"2006";"Conservatoire du Patrimoine Naturel de la Savoie";"2804";
"51233";"6947";"FR8201771";"5130";"Formations à Juniperus communis sur landes ou pelouses calcaires";"1";"A";"C";"B";"B";;"P";"82,04";"false";;"false";"false";"false";;"";"2006";"Conservatoire du Patrimoine Naturel de la Savoie";"2807";
"51234";"6947";"FR8201771";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"5";"A";"C";"C";"B";;"P";"410,2";"true";;"false";"false";"false";;"";"2006";"Conservatoire du Patrimoine Naturel de la Savoie";"2794";
"51235";"6947";"FR8201771";"3230";"Rivières alpines avec végétation ripicole ligneuse à Myricaria germanica";"5";"B";"B";"C";"B";;"P";"410,2";"false";;"false";"false";"false";;"";"2006";"Conservatoire du Patrimoine Naturel de la Savoie";"2873";
"51236";"6947";"FR8201771";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"1";"A";"C";"B";"A";;"P";"82,04";"false";;"false";"false";"false";;"";"2006";"Conservatoire du Patrimoine Naturel de la Savoie";"2842";
"51237";"6947";"FR8201771";"7220";"Sources pétrifiantes avec formation de tuf (Cratoneurion)";"1";"B";"C";"B";"B";;"P";"82,04";"true";;"false";"false";"false";;"";"2006";"Conservatoire du Patrimoine Naturel de la Savoie";"2778";
"51238";"6947";"FR8201771";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"1";"A";"C";"B";"B";;"P";"82,04";"false";;"false";"false";"false";;"";"2006";"Conservatoire du Patrimoine Naturel de la Savoie";"2835";
"51239";"6947";"FR8201771";"3240";"Rivières alpines avec végétation ripicole ligneuse à Salix elaeagnos";"1";"A";"C";"C";"B";;"P";"82,04";"false";;"false";"false";"false";;"";"2006";"Conservatoire du Patrimoine Naturel de la Savoie";"2766";
"51240";"6947";"FR8201771";"7210";"Marais calcaires à Cladium mariscus et espèces du Caricion davallianae";"10";"A";"C";"B";"A";;"P";"820,4";"true";;"false";"false";"false";;"";"2006";"Conservatoire du Patrimoine Naturel de la Savoie";"2777";
"51241";"6947";"FR8201771";"3140";"Eaux oligomésotrophes calcaires avec végétation benthique à Chara spp.";"2";"A";"C";"B";"A";;"P";"164,08";"false";;"false";"false";"false";;"";"2006";"Conservatoire du Patrimoine Naturel de la Savoie";"2757";
"51242";"6947";"FR8201771";"6410";"Prairies à Molinia sur sols calcaires, tourbeux ou argilo-limoneux (Molinion caeruleae)";"2";"A";"C";"B";"A";;"P";"164,08";"false";;"false";"false";"false";;"";"2006";"Conservatoire du Patrimoine Naturel de la Savoie";"2833";
"51251";"6949";"FR8201780";"7240";"Formations pionnières alpines du Caricion bicoloris-atrofuscae";"1";"A";"B";"B";"A";;"M";"95,16";"true";;"false";"false";"false";;"";"";;"2779";
"51252";"6949";"FR8201780";"6150";"Pelouses boréo-alpines siliceuses";"0";"C";"C";"B";"C";;"M";"0,2";"false";;"false";"false";"false";;"";"";;"2861";
"51281";"6951";"FR8301037";"1340";"Prés-salés intérieurs";"40";"A";"C";"C";"B";;"G";"5,2";"true";;"false";"false";"false";;"";"2016";;"2662";
"51313";"6954";"FR8301049";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"0,48";"C";"C";"B";"B";;"G";"1,7";"true";;"false";"false";"false";;"";"2011";"Institut des Herbiers universitaires de Clermont-F";"2794";
"51314";"6954";"FR8301049";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"3,34";"C";"C";"C";"C";;"G";"11,75";"false";;"false";"false";"false";;"";"2011";"Institut des Herbiers universitaires de Clermont-F";"2842";
"51316";"6954";"FR8301049";"9150";"Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion";"1";"B";"C";"B";"C";;"M";"3,52";"false";;"false";"false";"false";;"2011";"2011";"Institut des Herbiers universitaires de Clermont-F";"2815";
"51318";"6954";"FR8301049";"6110";"Pelouses rupicoles calcaires ou basiphiles de l'Alysso-Sedion albi";"0,1";"C";"C";"C";"C";;"G";"1";"true";;"false";"false";"false";;"";"2011";"Institut des Herbiers universitaires de Clermont-F";"2857";
"51319";"6954";"FR8301049";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"18,38";"B";"C";"C";"C";;"G";"64,7";"false";;"false";"false";"false";;"2011";"2011";"Institut des Herbiers universitaires de Clermont-F";"2839";
"51320";"6954";"FR8301049";"7220";"Sources pétrifiantes avec formation de tuf (Cratoneurion)";"0";"C";"C";"C";"C";;"G";"0,01";"true";;"false";"false";"false";;"";"2011";"Institut des Herbiers universitaires de Clermont-F";"2778";
"51321";"6954";"FR8301049";"8150";"Eboulis médio-européens siliceux des régions hautes";"1,01";"C";"C";"B";"B";;"G";"3,56";"false";;"false";"false";"false";;"";"2011";"Institut des Herbiers universitaires de Clermont-F";"2785";
"51322";"6954";"FR8301049";"9180";"Forêts de pentes, éboulis ou ravins du Tilio-Acerion";"9,55";"B";"C";"B";"B";;"G";"33,6";"true";;"false";"false";"false";;"2011";"2011";"Institut des Herbiers universitaires de Clermont-F";"2819";
"51337";"6956";"FR8302016";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"13";"A";"C";"B";"B";;"G";"46,15";"false";;"false";"false";"false";;"";"";;"2839";
"51338";"6956";"FR8302016";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"2";"A";"C";"B";"C";;"G";"7,1";"true";;"false";"false";"false";;"";"";;"2794";
"51339";"6956";"FR8302016";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"1";"D";;;;;"G";"3,55";"false";;"false";"false";"false";;"";"";;"2835";
"51340";"6956";"FR8302016";"8230";"Roches siliceuses avec végétation pionnière du Sedo-Scleranthion ou du Sedo albi-Veronicion dillenii";"1";"C";"C";"B";"B";;"G";"3,55";"false";;"false";"false";"false";;"";"";;"2788";
"51347";"6958";"FR9101369";"3250";"Rivières permanentes méditerranéennes à Glaucium flavum";"0";"C";"C";"A";"C";;"G";"0,1";"false";;"false";"false";"false";;"";"";;"2769";
"51348";"6958";"FR9101369";"5120";"Formations montagnardes à Cytisus purgans";"0,04";"C";"C";"B";"B";;"G";"3,3";"false";;"false";"false";"false";;"";"";;"2809";
"51349";"6958";"FR9101369";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"2,18";"C";"C";"C";"C";;"G";"188";"false";;"false";"false";"false";;"";"";;"2839";
"51350";"6958";"FR9101369";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"3,47";"A";"C";"B";"B";;"G";"300";"true";;"false";"false";"false";;"";"";;"2794";
"51351";"6958";"FR9101369";"9260";"Forêts de Castanea sativa";"32,27";"B";"C";"B";"B";;"G";"2787";"false";;"false";"false";"false";;"";"";;"2732";
"51352";"6958";"FR9101369";"3170";"Mares temporaires méditerranéennes";"0";"C";"C";"B";"B";;"G";"0";"true";;"false";"false";"false";;"";"";;"2760";
"51353";"6958";"FR9101369";"3280";"Rivières permanentes méditerranéennes du Paspalo-Agrostidion avec rideaux boisés riverains à Salix et Populus alba";"0,01";"B";"C";"B";"B";;"G";"0,65";"false";;"false";"false";"false";;"";"";;"2691";
"51354";"6958";"FR9101369";"7220";"Sources pétrifiantes avec formation de tuf (Cratoneurion)";"0";"C";"C";"B";"B";;"G";"0,01";"true";;"false";"false";"false";;"";"";;"2778";
"51355";"6958";"FR9101369";"3140";"Eaux oligomésotrophes calcaires avec végétation benthique à Chara spp.";"0";"B";"C";"B";"B";;"P";"0,05";"false";;"false";"false";"false";;"";"";;"2757";
"51356";"6958";"FR9101369";"3240";"Rivières alpines avec végétation ripicole ligneuse à Salix elaeagnos";"0,01";"B";"C";"A";"A";;"G";"0,65";"false";;"false";"false";"false";;"";"";;"2766";
"51357";"6958";"FR9101369";"4030";"Landes sèches européennes";"1,36";"A";"C";"B";"A";;"G";"117,5";"false";;"false";"false";"false";;"";"";;"2872";
"51358";"6958";"FR9101369";"5210";"Matorrals arborescents à Juniperus spp.";"1,09";"A";"C";"B";"A";;"G";"94";"false";;"false";"false";"false";;"";"";;"2849";
"51359";"6958";"FR9101369";"8220";"Pentes rocheuses siliceuses avec végétation chasmophytique";"0,3";"C";"C";"A";"C";;"G";"26";"false";;"false";"false";"false";;"";"";;"2787";
"51360";"6958";"FR9101369";"9530";"Pinèdes (sub)méditerranéennes de pins noirs endémiques";"0,2";"A";"C";"B";"A";;"G";"17";"true";;"false";"false";"false";;"";"";;"2848";
"51361";"6958";"FR9101369";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"0,16";"C";"C";"C";"C";;"G";"14";"false";;"false";"false";"false";;"";"";;"2842";
